_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,lastLogin,data.index,data.neighbors,data.chatGroups,data.avatar,data.score,data.adjustedScore,data.playerIds,data.totalPayment,data.unscoredTasksMaxPayment,data.approved,data.currentlyIdle,data.lastTick,data.option,data.leftGameOffline,data.stepApproved,data.getAudio
8kp5bbG4yfuyHoEaR,A1WH32GYQOHIRQ (Retired gameCancelled at 2024-04-19T17:10:31.365Z),"{""workerId"":""A1WH32GYQOHIRQ""}",,2024-04-19T15:35:40Z,,,,2024-04-19T15:57:02Z,gameCancelled,,2024-04-19T17:10:31Z,gameCancelled,2024-04-19T15:32:56Z,"{""at"":""2024-04-19T15:50:18.837Z""}",1,"2,3,4,5,6",A,"{""name"":""Fish"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M6.247 12.956c.02-.518-.228-1.056-.747-1.056-1.5 0-2.5-3-2.5-3s-.628.84-1.071 1.975c.937.818 2.52 1.913 4.32 2.01l-.002.071zM3 16.9s1-3 2.5-3c.48 0 .727-.461.746-.94-1.587.378-3.307 1.329-4.322 1.954A9.34 9.34 0 003 16.9z\"" fill=\""#5C6BC0\""/><path d=\""M6.249 12.885c-1.8-.096-3.383-1.192-4.32-2.01l-.002.004c-.058.15-.114.306-.164.466l-.003.011a6.3 6.3 0 00-.131.484l-.011.053c-.03.135-.053.272-.072.41l-.016.12c-.018.158-.03.318-.03.477 0 .158.012.316.03.473.004.041.01.081.015.122.018.135.042.269.07.4l.012.062c.038.162.081.323.13.48l.001.005a7.412 7.412 0 00.166.471c1.015-.624 2.735-1.575 4.322-1.954v-.003l.003-.07z\"" fill=\""#1A237E\""/><path d=\""M17.583 7.317S14 4.9 9.5 4.9c-4 0-4.125 1.844-4 2.5.094.49 1.5 3.5 0 4.5l12.083-4.583z\"" fill=\""#F9A825\""/><path d=\""M5.5 12.9c1.5 1 .068 4.004 0 4.5-.094.687 0 2.5 4 2.5 4.5 0 8.083-2.416 8.083-2.416L5.5 12.9z\"" fill=\""#FFC107\""/><path d=\""M22.354 12.865s-1.93-.826-2.865-2.912C18.76 7.833 17.202 6.4 14.5 6.4c-5 0-7.5 4.5-9 5.5 0 0-.5.488-.5 1 0 .385.5 1 .5 1 1.5 1 3.5 5 7.5 5 6.042 0 9.354-5.328 9.354-5.328a.5.5 0 000-.707z\"" fill=\""#FFC107\""/><path d=\""M22.354 12.865s-1.93-.826-2.865-2.912C18.76 7.833 17.202 6.4 14.5 6.4c-5 0-7.5 4.5-9 5.5 0 0-.5.488-.5 1 0 .385.5 1 .5 1 1.5 1 3.5 5 7.5 5 6.042 0 9.354-5.328 9.354-5.328a.5.5 0 000-.707z\"" fill=\""#FFC107\""/><path d=\""M6.634 17.023c.018-.39.124-1.166.03-2.007a17.364 17.364 0 00-.505-.541c-.02 1.206-.646 2.599-.659 2.925-.032.781 0 2.5 4 2.5.073 0 .144-.006.217-.007-2.707-.075-3.123-1.993-3.083-2.87zM5.5 11.9c.346-.231.75-.654 1.222-1.16.51-.992.238-2.138.09-2.622-.344-1.125.304-3.124 2.941-3.21-.085-.001-.168-.008-.253-.008-4 0-4.188 1.812-4 2.5.131.482 1.5 3.5 0 4.5zM21.532 12.376c-.43-.273-1.759-1.961-2.928-1.961C17 10.415 16.5 13.4 16.5 13.4s1.407 2.414 1.773 4.023c.86-.552 1.04-.64 1.407-.969.121-.544.234-2.96 1.852-4.078z\"" fill=\""#3F51B5\""/><path d=\""M19.5 12.9a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#000\""/><path d=\""M8.433 16.883L8 11.4l-.37 4.683c.252.268.519.537.803.8zM10.11 18.122L9.5 10.4l-.547 6.932c.358.291.743.559 1.157.79zM11 9.734l-.672 8.511c.428.22.89.39 1.384.503L11 9.735zM13.25 18.893a9.944 9.944 0 001.49-.146L14 8.4l-.75 10.493zM12.5 8.9l-.74 9.858A5.71 5.71 0 0013 18.9c.085 0 .166-.005.25-.007L12.5 8.9zM15.5 7.9l-.75 10.834h.059a10.16 10.16 0 001.415-.367L15.5 7.9z\"" fill=\""#FF9100\""/></svg>"",""color"":""#000075""}",0,0,"8kp5bbG4yfuyHoEaR,EM3KCwwSbJEE6bAYF,L5sq8nk4nQ4QmxXAp,b7mf7gfTuCkqsXcte,ceEqydeqNECW4pBLp,woysZd45AGDcJupcb",0.5,0,false,true,1713541502304,,,,
Y8Tj989s7iNsynSvL,A1CKIYN01NV9GJ (Retired gameFull at 2024-04-19T17:10:26.909Z),"{""workerId"":""A1CKIYN01NV9GJ""}",,,,,,2024-04-19T15:53:09Z,gameFull,,2024-04-19T17:10:26Z,gameFull,2024-04-19T15:33:10Z,"{""at"":""2024-04-19T15:33:10.903Z""}",,,,,,,,,,,,,,,,
FBYSBwEB6RQx8uEXr,ARSABS3TFA1GU (Retired gameFull at 2024-04-19T17:10:26.909Z),"{""workerId"":""ARSABS3TFA1GU""}",,,,,,2024-04-19T15:57:01Z,gameFull,,2024-04-19T17:10:26Z,gameFull,2024-04-19T15:33:15Z,"{""at"":""2024-04-19T15:33:15.642Z""}",,,,,,,,,,,,,,,,
EM3KCwwSbJEE6bAYF,A2MUCL20GTQJA0 (Retired gameCancelled at 2024-04-19T17:10:31.365Z),"{""workerId"":""A2MUCL20GTQJA0""}",,2024-04-19T15:34:43Z,,,,2024-04-19T15:57:02Z,gameCancelled,,2024-04-19T17:10:31Z,gameCancelled,2024-04-19T15:33:29Z,"{""at"":""2024-04-19T15:54:21.010Z""}",2,"1,3,4,5,6",A,"{""name"":""Dolphin"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M10.009 4.13a6.005 6.005 0 00-1.018-.518c-.533.376-1.036.791-1.49 1.267-.321.337-.604.693-.87 1.057.183.367.311.787.351 1.264a9.258 9.258 0 013.027-3.07z\"" fill=\""#3949AB\""/><path d=\""M20 6c0 1.932-1 3-4 3-1.933 0-3.5-1.068-3.5-3A3.5 3.5 0 0116 2.5c2 0 4 1.567 4 3.5z\"" fill=\""#7986CB\""/><path d=\""M16.5 9s-8-1.5-9.5 8l-1 2-1-2C5 15.5 3.378 2.499 16.5 2.5V9z\"" fill=\""#7986CB\""/><path d=\""M12 8c0 .552 2.239 1 5 1 2.76 0 5 0 5-1s-2.24-2-5-2c-2.761 0-5 1.448-5 2z\"" fill=\""#7986CB\""/><path d=\""M12 8c-3 1-6 3.5-7 9l1 2 1-2c1.5-8.5 9.252-8.005 9.375-8.01.018.001.456.01.625.01 2.373 0 4.357-.002 4.868-.637L22 8s-5.704-1.432-10 0z\"" fill=\""#9FA8DA\""/><path d=\""M2.5 20.5a.5.5 0 100-1 .5.5 0 000 1zM9.5 20.5a.5.5 0 100-1 .5.5 0 000 1zM6.948 6.922a8.947 8.947 0 012.961-2.854C9.182 3.625 7.76 3 5.5 3c-.5 0-1 0-1 .5 0 .46 2.105 1.344 2.449 3.422z\"" fill=\""#3949AB\""/><path d=\""M2 20s.293.707 1 0c.5-.5 3 0 3-1l-1-2s-3 1-3 3zM7 17l-1 2c0 1 2.5.5 3 1 .707.707 1 0 1 0 0-2-3-3-3-3zM16.476 8.117s-.476 2.055-3.36 3.602c-.44.237-.912.409-1.116-.047-.18-.4 1.103-1.249.53-3.429-.082-.311-.053-.516.447-1.016 1.273-.5 3.015-.016 3.015-.016l.484.906z\"" fill=\""#3949AB\""/><path d=\""M13.25 8.672a.75.75 0 100-1.5.75.75 0 000 1.5zM15.75 8.672a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#3949AB\""/><path d=\""M18 6a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#000\""/></svg>"",""color"":""#42d4f4""}",0,0,"8kp5bbG4yfuyHoEaR,EM3KCwwSbJEE6bAYF,L5sq8nk4nQ4QmxXAp,b7mf7gfTuCkqsXcte,ceEqydeqNECW4pBLp,woysZd45AGDcJupcb",0.5,0,false,true,1713541512369,,,,
rZ2C2xn7Xw22NYa28,ABBP9JASL9AGK (Retired gameCancelled at 2024-04-19T17:10:31.365Z),"{""workerId"":""ABBP9JASL9AGK""}",,2024-04-19T15:34:51Z,,,,2024-04-19T15:57:02Z,gameCancelled,,2024-04-19T17:10:31Z,gameCancelled,2024-04-19T15:33:34Z,"{""at"":""2024-04-19T15:54:19.654Z""}",3,"1,2",A,"{""name"":""Butterfly"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M12.5 15.281a.5.5 0 11-1 0v-5a.5.5 0 111 0v5z\"" fill=\""#37474F\""/><path d=\""M12 9.781a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#37474F\""/><path d=\""M12.5 10.781h3s3 0 3 2.5-1.5 3.5-1.5 3.5-1.352 1.625-1.626 1.168c-1.06-1.777-2.874-5.77-2.874-6.168v-1zM11.541 10.781h-3s-3 0-3 2.5 1.5 3.5 1.5 3.5 1.353 1.625 1.626 1.168c1.06-1.777 2.874-5.77 2.874-6.168v-1z\"" fill=\""#2962FF\""/><path d=\""M18.396 4.24c.104-.146.909-.459 1.104-.459-4 0-7 5.5-7 6.5v.5H18v-1s.75-1.79.396-5.54zM5.645 4.24c-.104-.146-.908-.459-1.104-.459 4 0 7 5.5 7 6.5v.5h-5.5v-1s-.75-1.79-.396-5.54z\"" fill=\""#448AFF\""/><path d=\""M19.5 3.781c-.195 0-1 .313-1.104.46C18.75 7.99 18 9.78 18 9.78v1h.5c1.5 0 1.5-1 1.5-1s.21-2.353.709-3.353c.583-1.167.791-1.647.791-1.647s.5-1-2-1zM4.541 3.781c.196 0 1 .313 1.104.46-.354 3.75.396 5.54.396 5.54v1h-.5c-1.5 0-1.5-1-1.5-1s-.209-2.353-.708-3.353A40.018 40.018 0 012.54 4.78s-.5-1 2-1z\"" fill=\""#263238\""/><path d=\""M16.625 10.303c.303-.148.572-.214.836-.265.263-.046.516-.063.767-.06.25.003.498.028.755.075.258.052.518.114.83.25-.206.27-.475.425-.75.532a2.323 2.323 0 01-.85.142 2.453 2.453 0 01-.837-.16c-.268-.11-.532-.254-.751-.514z\"" fill=\""#455A64\""/><path d=\""M16.771 9.281c.24-.321.49-.49.74-.616a1.853 1.853 0 011.534-.037c.259.113.519.275.768.591-.259.308-.506.47-.755.588a1.88 1.88 0 01-1.508.034 2.072 2.072 0 01-.779-.56z\"" fill=\""#455A64\""/><path d=\""M16.834 8.281c.154-.393.37-.646.605-.854.236-.202.497-.347.776-.44.28-.093.579-.133.895-.108.315.03.651.111.995.361a2.74 2.74 0 01-.673.773 2.455 2.455 0 01-2.598.268z\"" fill=\""#455A64\""/><path d=\""M17 6.781c.177-.402.415-.664.668-.883a2.736 2.736 0 011.775-.637c.336.008.688.063 1.078.27-.206.39-.445.638-.7.847a2.835 2.835 0 01-1.743.62c-.33.001-.675-.04-1.078-.217z\"" fill=\""#455A64\""/><path d=\""M16.5 5.781c.116-.5.407-.875.734-1.181a3.252 3.252 0 011.149-.668 3.216 3.216 0 011.323-.156c.448.05.896.184 1.294.505a6.432 6.432 0 01-1.116.66 8.782 8.782 0 01-2.099.696c-.383.075-.781.13-1.285.144zM7.416 10.303c-.22.26-.483.404-.751.514a2.438 2.438 0 01-1.687.018c-.275-.108-.543-.262-.75-.532.312-.136.573-.198.83-.25a4.4 4.4 0 01.756-.075c.25-.003.504.014.766.06.264.05.533.117.836.265z\"" fill=\""#455A64\""/><path d=\""M7.27 9.281c-.266.3-.524.451-.78.559a1.88 1.88 0 01-1.507-.034 2.128 2.128 0 01-.755-.588 1.89 1.89 0 011.539-.738c.256.008.51.066.762.184.252.126.501.296.741.617z\"" fill=\""#455A64\""/><path d=\""M7.208 8.281a2.426 2.426 0 01-1.004.252 2.477 2.477 0 01-1.595-.52 2.74 2.74 0 01-.672-.773c.344-.25.68-.33.995-.361.316-.025.615.015.894.108.28.093.54.238.777.44.234.208.45.46.605.854z\"" fill=\""#455A64\""/><path d=\""M7.041 6.781A2.56 2.56 0 015.963 7a2.859 2.859 0 01-1.743-.62 2.655 2.655 0 01-.7-.848c.39-.207.742-.262 1.078-.27a2.736 2.736 0 011.776.638c.253.218.49.48.667.882z\"" fill=\""#455A64\""/><path d=\""M7.541 5.781a7.654 7.654 0 01-1.285-.143 8.876 8.876 0 01-2.099-.696 6.432 6.432 0 01-1.116-.66c.398-.322.846-.456 1.295-.506.448-.042.901.013 1.323.156.422.141.815.366 1.149.668.327.306.617.68.733 1.181z\"" fill=\""#455A64\""/><path d=\""M7.041 16.781s-1.5-1-1.5-3.5 3-2.5 3-2.5h-2s-2 0-2 2.5 1.5 4.5 1.5 4.5 1 1.5 2 1c.129-.064.352-.375.623-.83-.278.446-1.623-1.17-1.623-1.17zM17.5 10.781h-2s3 0 3 2.5-1.5 3.5-1.5 3.5-1.345 1.616-1.623 1.17c.271.455.494.766.623.83 1 .5 2-1 2-1s1.5-2 1.5-4.5-2-2.5-2-2.5zM20.78 20c.302.285.293.768 0 1.061a.747.747 0 01-1.06 0c-.322-.327-.392-1.553-.392-1.553s1.086.148 1.452.493z\"" fill=\""#37474F\""/><path d=\""M19.5 20.602c-.289-1.016-1.875-2.266-2.555-1.852-.429.117 1.915-3.031 1.805-2.273-.594 1.078.969 2.984 1.813 3.383-.086.234-.766.796-1.063.742zM17.5 13.781c.21-.28.431-.392.645-.444a.877.877 0 01.616.09.96.96 0 01.447.542c.082.249.064.583-.208.812-.345-.08-.523-.03-.659-.012-.13.02-.219.02-.306-.03s-.17-.14-.257-.285a3.114 3.114 0 01-.278-.673z\"" fill=\""#37474F\""/><path d=\""M17 14.781c.323-.161.57-.192.791-.182.219.014.406.081.563.192.157.112.284.27.372.477.08.212.14.47.055.826-.348.095-.575.12-.783.102a1.029 1.029 0 01-.516-.185 1.072 1.072 0 01-.348-.438A1.74 1.74 0 0117 14.78z\"" fill=\""#37474F\""/><path d=\""M16.5 15.781c.364-.034.61.022.819.105.204.087.363.21.48.363.119.153.195.337.224.558.026.223.015.475-.116.818a1.656 1.656 0 01-.821-.103 1.143 1.143 0 01-.479-.364 1.167 1.167 0 01-.223-.56 1.665 1.665 0 01.116-.817z\"" fill=\""#37474F\""/><path d=\""M15.5 16.281c.333.178.538.307.707.433.165.124.281.235.367.355.088.12.14.253.199.435l.227.777c-.31.224-.641.244-.936.165a1.31 1.31 0 01-.714-.51 1.325 1.325 0 01-.243-.81c.017-.286.11-.585.393-.845zM3.26 20c-.302.285-.293.768 0 1.061a.747.747 0 001.06 0c.322-.327.392-1.553.392-1.553s-1.085.148-1.452.493z\"" fill=\""#37474F\""/><path d=\""M4.54 20.602c.29-1.016 1.876-2.266 2.555-1.852.43.117-1.914-3.031-1.804-2.273.594 1.078-.97 2.984-1.813 3.383.086.234.766.796 1.063.742zM6.54 13.781c-.102.331-.19.522-.277.673-.088.144-.17.236-.257.284-.087.05-.176.052-.306.03-.136-.017-.314-.067-.66.013-.27-.229-.289-.563-.207-.812a.96.96 0 01.447-.543.877.877 0 01.616-.09c.214.053.435.164.645.445z\"" fill=\""#37474F\""/><path d=\""M7.04 14.781c.013.36-.049.594-.133.792a1.081 1.081 0 01-.348.438 1.029 1.029 0 01-.516.185c-.209.018-.435-.007-.783-.102a1.313 1.313 0 01.055-.826c.087-.208.215-.365.372-.477.157-.11.344-.177.562-.192.222-.01.469.02.792.182z\"" fill=\""#37474F\""/><path d=\""M7.54 15.781c.13.342.141.594.116.818a1.17 1.17 0 01-.222.559 1.14 1.14 0 01-.48.364 1.656 1.656 0 01-.82.103 1.658 1.658 0 01-.117-.818c.03-.22.106-.406.224-.558.118-.154.276-.276.48-.363a1.67 1.67 0 01.82-.105z\"" fill=\""#37474F\""/><path d=\""M8.541 16.281c.284.26.376.56.393.845.01.287-.075.571-.243.81-.167.238-.42.428-.714.51a1.071 1.071 0 01-.936-.165l.228-.778a1.46 1.46 0 01.197-.434 1.69 1.69 0 01.367-.356c.17-.125.376-.254.708-.432zM17.481 11.335a3.863 3.863 0 00-1.137-.505 5.21 5.21 0 00-.236-.049H15c.22.452.482.777.761 1.07a5.59 5.59 0 001.916 1.269c.372.142.759.26 1.26.318-.062-.503-.279-.904-.534-1.25a3.716 3.716 0 00-.922-.853zM7.697 10.83a3.838 3.838 0 00-2.059 1.359c-.256.346-.472.746-.535 1.25a4.921 4.921 0 001.26-.32 5.548 5.548 0 001.917-1.268c.279-.292.541-.617.76-1.07H7.934a4.04 4.04 0 00-.236.05z\"" fill=\""#37474F\""/></svg>"",""color"":""#4363d8""}",0,0,"46fPmCMMnRA9FaESf,P9AN74TomPcqr7TpQ,rZ2C2xn7Xw22NYa28",1.5,0,false,true,1713541411474,,,,
cCya54rn5D6Pf3pCK,A31XNLA9REVGXL (Retired gameFull at 2024-04-19T17:10:26.909Z),"{""workerId"":""A31XNLA9REVGXL""}",,,,,,2024-04-19T15:57:01Z,gameFull,,2024-04-19T17:10:26Z,gameFull,2024-04-19T15:33:39Z,,,,,,,,,,,,,,,,,
P9AN74TomPcqr7TpQ,A2ZBYVQLDUZOV7 (Retired gameCancelled at 2024-04-19T17:10:31.365Z),"{""workerId"":""A2ZBYVQLDUZOV7""}",,2024-04-19T15:35:24Z,,,,2024-04-19T15:57:02Z,gameCancelled,,2024-04-19T17:10:31Z,gameCancelled,2024-04-19T15:34:23Z,"{""at"":""2024-04-19T15:34:24.058Z""}",2,"1,3",A,"{""name"":""Corgi"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><g clip-path=\""url(#clip0)\""><path d=\""M17.95 14v6.5c1 0 1 1 1 1h-2c-1 0-1-1-1-1v-5l2-1.5zm-13.5 3v3.5s0 1 1 1h2s0-1-1-1v-2l-2-1.5z\"" fill=\""#B0BEC5\""/><path d=\""M9.45 11.5s-5.5-1.65-5.5 3c0 .95.5 3.5.5 3.5v2l2-.5V19c.45-.7 2.15-.4 3.5-1.5.85-.65-.5-6-.5-6z\"" fill=\""#BF360C\""/><path d=\""M.55 15l.45.5.85-.5c.5-.9 1.1-1 1.1-1l1-2.5s-2.9.15-3.4 3.5z\"" fill=\""#E65100\""/><path d=\""M4.95 17v3.5c1 0 1 1 1 1h-2c-1 0-1-1-1-1V17h2zM20.5 7.5s-.15-.45-.45-.9c-.15-.25-.35-.5-.55-.6-.7-.5-1.55-.5-1.55-.5s-.9-3.15-2-3c-1.1.15-1 4-1 4-.3.45-.5 1-.5 1-.6 1.6-1.95 3.5-2.95 3.5h-1l-2 6.5s1.7.9 5.7 1l.3 2s0 1 1 1h2s0-1-1-1v-2.2c3.05-.85 3-4.3 3-4.3s-.3-1.65-.5-2.5c-.3-1.25 3.75-.7 4.5-2.5V8l-3-.5zM.55 15c-.05.3-.1.65-.1 1 0 .3.2.5.5.5s.5-.2.5-.5c.1-.4.25-.75.4-1H.55z\"" fill=\""#CFD8DC\""/><path d=\""M13.95 17l.2 1.5c-3.9 0-5.7-1-5.7-1s-.2-.05-.5-.2c-1.3.75-2.8.65-3 1.7v.5l-2 .5v-2s-.5-2.55-.5-3.5c0-4.65 5.5-3.5 5.5-3.5h3.55s.4 1.1 1.45 2c4.4 3.6 1 4 1 4zm4-11.5s-.9-3.15-2-3c-1.1.15 0 4 0 4s-2 4 0 4c.4-.9 4.15-1 4.5-1.5.35-.5.05-1.5.05-1.5s-.3-1-1-1.5-1.55-.5-1.55-.5z\"" fill=\""#F57F17\""/><path d=\""M18.95 7c-.3 0-.5.2-.5.5V8h.5c.3 0 .5-.2.5-.5s-.2-.5-.5-.5z\"" fill=\""#3E2723\""/><path d=\""M22.45 7.85V8c0 .9 1.05 1 1.05 1V8l-1.05-.15z\"" fill=\""#4E342E\""/><path d=\""M15.95 6.5s-.15-.45-.2-.8c-.1-.35-.2-.85-.3-1.35-.05-.5-.1-1.05.05-1.4.05-.2.2-.3.3-.35.1-.1.2-.1.15-.1 0 0-.05 0-.15.1-.05.05-.15.2-.15.35-.05.35.1.8.3 1.25.2.45.4.85.55 1.15.2.3.3.5.3.5s-.5.15-.85.65z\"" fill=\""#BF360C\""/></g><defs><clipPath id=\""clip0\""><path fill=\""#fff\"" d=\""M0 0h24v24H0z\""/></clipPath></defs></svg>"",""color"":""#f58231""}",0,0,"46fPmCMMnRA9FaESf,P9AN74TomPcqr7TpQ,rZ2C2xn7Xw22NYa28",1.5,0,false,false,1713541280981,,true,,
v8PruYu79yoATPJ2d,A22U2NLCZ0GHZA (Retired gameFull at 2024-04-19T17:10:26.909Z),"{""workerId"":""A22U2NLCZ0GHZA""}",,,,,,2024-04-19T15:45:59Z,gameFull,,2024-04-19T17:10:26Z,gameFull,2024-04-19T15:34:45Z,"{""at"":""2024-04-19T15:50:44.708Z""}",,,,,,,,,,,,,,,,
