_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,lastLogin,data.index,data.neighbors,data.chatGroups,data.avatar,data.score,data.adjustedScore,data.playerIds,data.totalPayment,data.unscoredTasksMaxPayment,data.approved,data.lastTick,data.leftGameIdle,data.submitted,data.playerClickingCellID,data.option,data.leftGameOffline
9JT5exM9rfWyzmMWx,A106II2T7YOAZU,"{""workerId"":""A106II2T7YOAZU""}",,2023-04-11T13:02:24Z,,,,2023-04-11T13:16:53Z,custom,timedOut,,,2023-04-11T13:01:37Z,"{""at"":""2023-04-11T13:17:01.603Z""}",1,"2,3,4,5,6",A,"{""name"":""Elephant"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22 8.65c0-2.9-2.35-5.25-5.25-5.25a5.225 5.225 0 00-3.402 1.256C12.462 4.36 10.729 3.9 8.5 3.9c0 0-6.5-.156-6.5 6.5 0 2.96.78 4.724 1 6 .255 1.476.462 5.042.462 5.042a.5.5 0 00.498.458H7.5v-5s.69.5 1.5.5 1.5-.5 1.5-.5v4.5a.5.5 0 00.5.5h3.5s.256-4.719.5-6c.244-1.281 1-3 1-3 4.032 0 4 3 4 3v.5a1.001 1.001 0 01-2 0h-2c0 1.655 1.346 3 3 3s3-1.345 3-3V8.9h-.015c.006-.082.015-.164.015-.25z\"" fill=\""#78909C\""/><path d=\""M19 9.4a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#37474F\""/><path d=\""M9.5 7.9c0 2.665 1.345 5.305 4 6.5 0 0 1.075-5.362 1.5-7 0 0 .5-.414.5-1.25a2.75 2.75 0 00-2.75-2.75c-1.519 0-3.25 1.54-3.25 4.5z\"" fill=\""#B0BEC5\""/><path d=\""M21.802 13.869a3.6 3.6 0 01-.511-.104 2.458 2.458 0 01-.33-.1c-.115-.043-.238-.076-.356-.137a4.552 4.552 0 01-.72-.392 5.017 5.017 0 01-1.395-1.387c-.063-.096-.078-.133-.085-.142l-.008.005A.49.49 0 0018 11.4a.5.5 0 00-.5.5c0 .11.043.205.102.288l-.007.005c-.003-.005.013.014.043.047l.017.02c.027.028.06.063.1.102a5.686 5.686 0 001.902 1.219c.284.113.578.193.854.25.136.034.273.042.399.061.126.02.247.024.358.027.221.015.404.002.532-.007l.2-.012-.198-.031z\"" fill=\""#EFEBE9\""/><path d=\""M14.5 21.9H11a.493.493 0 01-.483-.417A1.746 1.746 0 0112.25 19.9c.27 0 .522.066.75.175.228-.109.48-.175.75-.175.313 0 .603.09.858.234-.066.997-.108 1.766-.108 1.766zm-10-.25a.75.75 0 011.5 0 .75.75 0 011.5 0v-1.575a1.732 1.732 0 00-.75-.175c-.268 0-.522.06-.75.169a1.749 1.749 0 00-2.494 1.529c.077.177.25.302.454.302h.54v-.25zm8.652-7.424C10.73 12.963 9.5 10.445 9.5 7.9c0-1.809.648-3.084 1.497-3.805-.389-.06-.806-.112-1.253-.147C9.001 4.873 8.5 6.198 8.5 7.9c0 3.16 1.994 5.06 4.651 6.335l.001-.009zM7.5 16.4v.5s.69.5 1.5.5 1.5-.5 1.5-.5v-2s-.332 1.5-3 1.5zm7-9.5a.5.5 0 00-.5.5c0 .276.5 2 .5 2s.5-1.724.5-2a.5.5 0 00-.5-.5zm.694-2.007l.022.045a2.82 2.82 0 01.19.505c.008.031.017.063.024.095.016.07.028.14.039.212l.014.09c.01.102.017.205.017.31 0 .066-.008.124-.013.185.272-.766.494-1.83.144-2.81-.43.094-.842.24-1.226.432.329.249.6.567.79.936z\"" fill=\""#546E7A\""/><path d=\""M4.5 21.65a.75.75 0 011.5 0v.25H4.5v-.25zm1.5.25h1.5v-.25a.75.75 0 00-1.5 0v.25zm5.5 0H13v-.25a.75.75 0 00-1.5 0v.25zm1.5 0h1.5v-.25a.75.75 0 00-1.5 0v.25z\"" fill=\""#CFD8DC\""/></svg>"",""color"":""#469990""}",0,0,"9JT5exM9rfWyzmMWx,GitG2wGcCDJJRZ5db,Km8RwgPTfqQwcWAAm,bafefcqkFjSSWTAdA,cHjCspbi3rreEAAoc,qs7N6MwYzSjmgKDPv",1.5,0,true,1681219013758,true,,,,
bzZkdHNrRrnbMN9as,A3A6S8QVK60XFV (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A3A6S8QVK60XFV""}",,,,,,2023-04-11T13:03:54Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T13:01:45Z,"{""at"":""2023-04-11T13:01:45.668Z""}",,,,,,,,,,,,,,,,
WEBooAAXezSH9tADT,A3R4GEWPSPI0NI (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A3R4GEWPSPI0NI""}",,,,,,2023-04-11T13:02:05Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T13:01:54Z,"{""at"":""2023-04-11T13:01:54.451Z""}",,,,,,,,,,,,,,,,
pTHaCjBD75RWkp2bv,A2WJGI7XNUBRND (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A2WJGI7XNUBRND""}",,,,,,2023-04-11T13:04:59Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T13:02:24Z,"{""at"":""2023-04-11T13:02:24.292Z""}",,,,,,,,,,,,,,,,
zLqSpoWjJwn5YLrBS,A34RRC4E4QMFI2 (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A34RRC4E4QMFI2""}",,,,,,2023-04-11T13:04:59Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T13:02:49Z,"{""at"":""2023-04-11T18:29:52.833Z""}",,,,,,,,,,,,,,,,
GitG2wGcCDJJRZ5db,AB6C1SZWVNQCC (Retired gameCancelled at 2023-04-11T19:56:06.778Z),"{""workerId"":""AB6C1SZWVNQCC""}",,2023-04-11T13:03:30Z,,,,2023-04-11T13:17:58Z,gameCancelled,,2023-04-11T19:56:06Z,gameCancelled,2023-04-11T13:02:56Z,"{""at"":""2023-04-11T13:02:56.693Z""}",2,"1,3,4,5,6",A,"{""name"":""Bear"",""svg"":""<svg fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\"" viewBox=\""0 0 25 24\""><path d=\""M8.824 5.5c0-1-3-3-5-1.5-1.442 1.082 0 5.5 0 5.5l5-4zM15.823 5.5c0-1 3-3 5-1.5 1.443 1.082 0 5.5 0 5.5l-5-4z\"" fill=\""#795548\""/><path d=\""M21.823 12.5c0 1.5-3 9-9.5 9s-9.5-7.5-9.5-9c1-6 6-9.5 9.5-7 3.5-2.5 8.5 1 9.5 7z\"" fill=\""#795548\""/><path d=\""M20.86 9.382c.171-.56.874-3.028.49-4.5-1.252-.424-2.673.13-3.515.811 1.196.812 2.268 2.08 3.025 3.689zM6.812 5.693c-.842-.681-2.263-1.235-3.514-.812-.385 1.473.318 3.94.49 4.5.756-1.607 1.828-2.876 3.024-3.688z\"" fill=\""#4E342E\""/><path d=\""M9.573 10c-.965 0-1.75.785-1.75 1.75s.785 1.75 1.75 1.75c.966 0 1.75-.785 1.75-1.75S10.54 10 9.573 10zM15.073 10c-.965 0-1.75.785-1.75 1.75s.785 1.75 1.75 1.75 1.75-.785 1.75-1.75-.785-1.75-1.75-1.75z\"" fill=\""#BCAAA4\""/><path d=\""M15.323 10h-6c.5 0 1 .724 1 1l-1 6c0 1 .5 1.5 1 1.5h1.5v-1h1v1h1.5c.5 0 1-.5 1-1.5l-1-6c0-.276.5-1 1-1z\"" fill=\""#BCAAA4\""/><path d=\""M14.323 18.5h-4a.769.769 0 01-.303-.069c.379.628 1.268 1.069 2.303 1.069 1.036 0 1.925-.441 2.304-1.069a.769.769 0 01-.304.069zM13.823 17c0 .277-.723 1-1 1h-1c-.276 0-1-.723-1-1v-1a.5.5 0 01.5-.5h2a.5.5 0 01.5.5v1z\"" fill=\""#3E2723\""/><path d=\""M5.481 6.845a7.845 7.845 0 011.328-1.15 4.51 4.51 0 00-1.623-.824 1.245 1.245 0 00.295 1.974zM19.166 6.845a1.245 1.245 0 00.294-1.975c-.627.169-1.198.48-1.623.824.466.317.912.702 1.329 1.15zM9.573 12.5a.75.75 0 100-1.5.75.75 0 000 1.5zM15.073 12.5a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#212121\""/></svg>"",""color"":""#800000""}",0,0,"9JT5exM9rfWyzmMWx,GitG2wGcCDJJRZ5db,Km8RwgPTfqQwcWAAm,bafefcqkFjSSWTAdA,cHjCspbi3rreEAAoc,qs7N6MwYzSjmgKDPv",1.5,0,false,1681218565028,,,,,
Km8RwgPTfqQwcWAAm,A14QMH73AYRL84 (Retired gameCancelled at 2023-04-11T19:56:06.778Z),"{""workerId"":""A14QMH73AYRL84""}",,2023-04-11T13:05:00Z,,,,2023-04-11T13:17:58Z,gameCancelled,,2023-04-11T19:56:06Z,gameCancelled,2023-04-11T13:04:01Z,"{""at"":""2023-04-11T13:07:31.812Z""}",3,"1,2,4,5,6",A,"{""name"":""Dolphin"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M10.009 4.13a6.005 6.005 0 00-1.018-.518c-.533.376-1.036.791-1.49 1.267-.321.337-.604.693-.87 1.057.183.367.311.787.351 1.264a9.258 9.258 0 013.027-3.07z\"" fill=\""#3949AB\""/><path d=\""M20 6c0 1.932-1 3-4 3-1.933 0-3.5-1.068-3.5-3A3.5 3.5 0 0116 2.5c2 0 4 1.567 4 3.5z\"" fill=\""#7986CB\""/><path d=\""M16.5 9s-8-1.5-9.5 8l-1 2-1-2C5 15.5 3.378 2.499 16.5 2.5V9z\"" fill=\""#7986CB\""/><path d=\""M12 8c0 .552 2.239 1 5 1 2.76 0 5 0 5-1s-2.24-2-5-2c-2.761 0-5 1.448-5 2z\"" fill=\""#7986CB\""/><path d=\""M12 8c-3 1-6 3.5-7 9l1 2 1-2c1.5-8.5 9.252-8.005 9.375-8.01.018.001.456.01.625.01 2.373 0 4.357-.002 4.868-.637L22 8s-5.704-1.432-10 0z\"" fill=\""#9FA8DA\""/><path d=\""M2.5 20.5a.5.5 0 100-1 .5.5 0 000 1zM9.5 20.5a.5.5 0 100-1 .5.5 0 000 1zM6.948 6.922a8.947 8.947 0 012.961-2.854C9.182 3.625 7.76 3 5.5 3c-.5 0-1 0-1 .5 0 .46 2.105 1.344 2.449 3.422z\"" fill=\""#3949AB\""/><path d=\""M2 20s.293.707 1 0c.5-.5 3 0 3-1l-1-2s-3 1-3 3zM7 17l-1 2c0 1 2.5.5 3 1 .707.707 1 0 1 0 0-2-3-3-3-3zM16.476 8.117s-.476 2.055-3.36 3.602c-.44.237-.912.409-1.116-.047-.18-.4 1.103-1.249.53-3.429-.082-.311-.053-.516.447-1.016 1.273-.5 3.015-.016 3.015-.016l.484.906z\"" fill=\""#3949AB\""/><path d=\""M13.25 8.672a.75.75 0 100-1.5.75.75 0 000 1.5zM15.75 8.672a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#3949AB\""/><path d=\""M18 6a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#000\""/></svg>"",""color"":""#42d4f4""}",0,0,"9JT5exM9rfWyzmMWx,GitG2wGcCDJJRZ5db,Km8RwgPTfqQwcWAAm,bafefcqkFjSSWTAdA,cHjCspbi3rreEAAoc,qs7N6MwYzSjmgKDPv",1,0,false,1681218420271,,,,,
qjKdNBi8rHXA8ATC7,A1YJZS6HXX8AMK (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A1YJZS6HXX8AMK""}",,,,,,2023-04-11T13:04:59Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T13:04:06Z,"{""at"":""2023-04-11T13:24:20.586Z""}",,,,,,,,,,,,,,,,
ifsfKcf8EfxkBX7tk,A3L1OIVE57IMT2 (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A3L1OIVE57IMT2""}",,,,,,2023-04-11T13:04:59Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T13:04:31Z,"{""at"":""2023-04-11T13:06:17.403Z""}",,,,,,,,,,,,,,,,
S9LcET2RTkbzjkttZ,mark-12 (Retired custom at 2023-04-15T05:03:36.757Z),{},,2023-04-11T16:25:54Z,,,,2023-04-11T17:30:12Z,finished,timedOut,2023-04-15T05:03:36Z,custom,2023-04-11T16:25:39Z,"{""at"":""2023-04-13T19:02:57.941Z""}",1,"2,3",A,"{""name"":""Bird"",""svg"":""<svg viewBox=\""0 0 25 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M11.398 15.031l.5 3.969M10.865 19h1s1.5 0 2.5.5\"" stroke=\""#5D4037\"" stroke-width=\""1.002\"" stroke-linecap=\""round\"" stroke-linejoin=\""round\""/><path d=\""M10.398 15.5l.5 3.969M9.865 19.5h1s1.5 0 2.5.5\"" stroke=\""#795548\"" stroke-width=\""1.002\"" stroke-linecap=\""round\"" stroke-linejoin=\""round\""/><path d=\""M8.88 11s3.517.018 5.017-1.482a2.5 2.5 0 00-3.535-3.535C8.612 7.733 8.88 11 8.88 11z\"" fill=\""#FFC107\""/><path d=\""M15.3 15.515C13.34 17.475 6.865 18 6.865 18s.526-5.974 2.736-8.184a4.03 4.03 0 115.7 5.699z\"" fill=\""#FFC107\""/><path d=\""M14.547 7.022L16.13 5.25l-2.173.805-.702 1.404 1.34.652 2.035-.86-2.083-.23z\"" fill=\""#455A64\""/><path d=\""M11.694 6.34a.739.739 0 01-.975.974.738.738 0 10.975-.974z\"" fill=\""#795548\""/><path d=\""M20.423 2.5c-.32 0-.842-.019-.844.276v2.85s-.122-.074-.407-.04c-.576.067-1.04.518-1.042.978-.003.464.463.747 1.037.67.574-.081 1.002-.506 1.005-.97V3.912c0-.205.16-.293.246-.293 1.83 0 1.684 1.026 1.684 1.026S22.499 2.5 20.423 2.5z\"" fill=\""#FF1744\""/><path d=\""M12.264 14.133c-.989.989-3.121 2.035-5.878 2.623.822-3.177 1.561-4.963 2.55-5.95.988-.99 2.534-1.045 3.453-.125.919.918.863 2.464-.125 3.452z\"" fill=\""#90A4AE\""/><path d=\""M6.865 18s.023-.245.073-.642L3.13 18.5c0 2.5 3 2 3 2l1.5-2.5.042-.084c-.5.06-.807.084-.807.084zM7.674 12.79c-.44.99-.852 2.281-1.289 3.966 2.757-.588 4.89-1.635 5.879-2.623a2.624 2.624 0 00.776-1.742c-2.295-.39-4.157-.02-5.366.399z\"" fill=\""#607D8B\""/><path d=\""M11.616 12.247c-.08.11-.163.22-.262.318-.805.804-2.376 1.644-4.417 2.247-.102.325-.203.665-.305 1.031 2.434-.605 4.315-1.557 5.222-2.465.31-.31.516-.677.641-1.06a12.026 12.026 0 00-.879-.07zM7.262 13.837c1.352-.458 2.453-1.016 3.21-1.583a10.379 10.379 0 00-2.798.536c-.14.315-.277.666-.412 1.047z\"" fill=\""#37474F\""/></svg>"",""color"":""#e6194B""}",0,0,"S9LcET2RTkbzjkttZ,ax2AepyxAvSnWZv2y,cHttjg6zFEgsvHZJT",2.75,8.25,false,1681231223243,true,,,,true
BW2SQyoYEAyRJPxCZ,A2OXND01LT6KRE (Retired gameFull at 2023-04-11T19:56:02.877Z),"{""workerId"":""A2OXND01LT6KRE""}",,,,,,2023-04-11T16:26:44Z,gameFull,,2023-04-11T19:56:02Z,gameFull,2023-04-11T16:25:44Z,"{""at"":""2023-04-11T16:25:44.342Z""}",,,,,,,,,,,,,,,,
ax2AepyxAvSnWZv2y,eric (Retired custom at 2023-04-15T05:03:34.962Z),{},,2023-04-11T16:26:10Z,,,,2023-04-11T17:30:12Z,finished,,2023-04-15T05:03:34Z,custom,2023-04-11T16:26:02Z,"{""at"":""2023-04-15T05:03:21.228Z""}",2,"1,3",A,"{""name"":""Giraffe"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M10 4.9a1 1 0 100-2 1 1 0 000 2zM14 4.9a1 1 0 100-2 1 1 0 000 2z\"" fill=\""#795548\""/><path d=\""M16 9.4s-1.5-1-1.5-2.5c0-.545.125-1.922.47-2.75L13 3.837c-.078 1.078-.372 2.426-1 2.426s-.922-1.347-1-2.426l-1.968.313c.343.828.468 2.205.468 2.75C9.5 8.4 8 9.4 8 9.4c-1 .5-1 1-1 1.5 1.5 1.5 1.5 5.5 1.5 5.5 0 2 1.448 2.5 2 2.5h3c.552 0 2-.5 2-2.5 0 0 0-4 1.5-5.5 0-.5 0-1-1-1.5z\"" fill=\""#FFC67B\""/><path d=\""M12 16.9c-1.38 0-2 .619-2 2 0 1.382.5 3 2 3s2-1.618 2-3c0-1.381-.619-2-2-2z\"" fill=\""#B76113\""/><path d=\""M8.49 9.327c-4 0-5.5-3-5.5-4.5 1.5-.5 4.5 0 5 1s.5 1.5.5 1.5l1 .5-1 1.5zM15.5 9.4c4 0 5.5-3 5.5-4.5-1.5-.5-4.5 0-5 1s-.5 1.5-.5 1.5l-1 .5 1 1.5z\"" fill=\""#FF8F00\""/><path d=\""M14.5 6.9c0-.545.125-1.922.47-2.75L13 3.837c-.078 1.078-.372 2.426-1 2.426s-.922-1.347-1-2.426l-1.968.313c.343.828.468 2.205.468 2.75C9.5 8.4 8 9.4 8 9.4c2 .5 2.5 3 2.5 5s-1 2-1 4l2.5.5 2.5-.5c0-2-1-2-1-4s.5-4.5 2.5-5c0 0-1.5-1-1.5-2.5z\"" fill=\""#FF8F00\""/><path d=\""M12 15.9a2.5 2.5 0 00-2.5 2.5c0 1.382 1 2.5 2.5 2.5s2.5-1.118 2.5-2.5a2.5 2.5 0 00-2.5-2.5z\"" fill=\""#FF8F00\""/><path d=\""M11.5 18.15v1.25s-1.5-.836-1.5-1.25a.75.75 0 111.5 0zM12.5 18.15v1.25s1.5-.836 1.5-1.25a.75.75 0 00-1.5 0z\"" fill=\""#844807\""/><path d=\""M8.877 8.556l-1.443-.555s.139-1.111-.331-1.711c-.183-.22-1.215-.629-2.537-.654.154.56.552 1.758 1.298 2.504.817.817 1.842 1.133 2.19 1.221a4.23 4.23 0 00.823-.805zM16.887 6.363c-.47.6-.332 1.711-.332 1.711l-1.39.535c.402.5.835.791.835.791-.066.017-.127.041-.19.062h.003s1.312-.25 2.312-1.25c.746-.745 1.144-1.943 1.298-2.503-1.322.025-2.353.433-2.536.654zM13 4.65c0-.18-.011-.352-.03-.52-.108.934-.4 2.134-.97 2.134-.569 0-.862-1.2-.97-2.134-.018.168-.03.34-.03.52 0 1.243.448 2.75 1 2.75s1-1.507 1-2.75z\"" fill=\""#B76113\""/><path d=\""M16.54 11.06c-.438.185-1.074.541-1.372 1.136.381.607.728.69.812.702l.02.002a1 1 0 00.54-1.84zM7.46 11.06c.44.185 1.075.541 1.373 1.136-.38.608-.727.69-.812.702l-.02.002a1 1 0 01-.54-1.84z\"" fill=\""#795548\""/><path d=\""M17.006 11.15a2.193 2.193 0 01-.341-.139 3.524 3.524 0 00-1.001.574l.115.041c.24.065.423.074.63.08.2 0 .398-.018.589-.056A2.234 2.234 0 0018 11.178c-.346.08-.688.06-.994-.028zM6.996 11.15c.12-.035.231-.086.341-.139.273.105.666.289 1.001.574l-.115.041a2.467 2.467 0 01-.63.08c-.2 0-.398-.018-.589-.056a2.234 2.234 0 01-1.002-.472c.346.08.688.06.994-.028z\"" fill=\""#5D4037\""/></svg>"",""color"":""#f032e6""}",0,0,"S9LcET2RTkbzjkttZ,ax2AepyxAvSnWZv2y,cHttjg6zFEgsvHZJT",2.75,8.25,false,1681231477528,,,,,true
cHttjg6zFEgsvHZJT,eric2 (Retired custom at 2023-04-15T05:03:35.965Z),{},,2023-04-11T16:26:44Z,,,,2023-04-11T17:30:12Z,finished,,2023-04-15T05:03:35Z,custom,2023-04-11T16:26:36Z,"{""at"":""2023-04-11T17:35:55.967Z""}",3,"1,2",A,"{""name"":""Elephant"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M22 8.65c0-2.9-2.35-5.25-5.25-5.25a5.225 5.225 0 00-3.402 1.256C12.462 4.36 10.729 3.9 8.5 3.9c0 0-6.5-.156-6.5 6.5 0 2.96.78 4.724 1 6 .255 1.476.462 5.042.462 5.042a.5.5 0 00.498.458H7.5v-5s.69.5 1.5.5 1.5-.5 1.5-.5v4.5a.5.5 0 00.5.5h3.5s.256-4.719.5-6c.244-1.281 1-3 1-3 4.032 0 4 3 4 3v.5a1.001 1.001 0 01-2 0h-2c0 1.655 1.346 3 3 3s3-1.345 3-3V8.9h-.015c.006-.082.015-.164.015-.25z\"" fill=\""#78909C\""/><path d=\""M19 9.4a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#37474F\""/><path d=\""M9.5 7.9c0 2.665 1.345 5.305 4 6.5 0 0 1.075-5.362 1.5-7 0 0 .5-.414.5-1.25a2.75 2.75 0 00-2.75-2.75c-1.519 0-3.25 1.54-3.25 4.5z\"" fill=\""#B0BEC5\""/><path d=\""M21.802 13.869a3.6 3.6 0 01-.511-.104 2.458 2.458 0 01-.33-.1c-.115-.043-.238-.076-.356-.137a4.552 4.552 0 01-.72-.392 5.017 5.017 0 01-1.395-1.387c-.063-.096-.078-.133-.085-.142l-.008.005A.49.49 0 0018 11.4a.5.5 0 00-.5.5c0 .11.043.205.102.288l-.007.005c-.003-.005.013.014.043.047l.017.02c.027.028.06.063.1.102a5.686 5.686 0 001.902 1.219c.284.113.578.193.854.25.136.034.273.042.399.061.126.02.247.024.358.027.221.015.404.002.532-.007l.2-.012-.198-.031z\"" fill=\""#EFEBE9\""/><path d=\""M14.5 21.9H11a.493.493 0 01-.483-.417A1.746 1.746 0 0112.25 19.9c.27 0 .522.066.75.175.228-.109.48-.175.75-.175.313 0 .603.09.858.234-.066.997-.108 1.766-.108 1.766zm-10-.25a.75.75 0 011.5 0 .75.75 0 011.5 0v-1.575a1.732 1.732 0 00-.75-.175c-.268 0-.522.06-.75.169a1.749 1.749 0 00-2.494 1.529c.077.177.25.302.454.302h.54v-.25zm8.652-7.424C10.73 12.963 9.5 10.445 9.5 7.9c0-1.809.648-3.084 1.497-3.805-.389-.06-.806-.112-1.253-.147C9.001 4.873 8.5 6.198 8.5 7.9c0 3.16 1.994 5.06 4.651 6.335l.001-.009zM7.5 16.4v.5s.69.5 1.5.5 1.5-.5 1.5-.5v-2s-.332 1.5-3 1.5zm7-9.5a.5.5 0 00-.5.5c0 .276.5 2 .5 2s.5-1.724.5-2a.5.5 0 00-.5-.5zm.694-2.007l.022.045a2.82 2.82 0 01.19.505c.008.031.017.063.024.095.016.07.028.14.039.212l.014.09c.01.102.017.205.017.31 0 .066-.008.124-.013.185.272-.766.494-1.83.144-2.81-.43.094-.842.24-1.226.432.329.249.6.567.79.936z\"" fill=\""#546E7A\""/><path d=\""M4.5 21.65a.75.75 0 011.5 0v.25H4.5v-.25zm1.5.25h1.5v-.25a.75.75 0 00-1.5 0v.25zm5.5 0H13v-.25a.75.75 0 00-1.5 0v.25zm1.5 0h1.5v-.25a.75.75 0 00-1.5 0v.25z\"" fill=\""#CFD8DC\""/></svg>"",""color"":""#469990""}",0,0,"S9LcET2RTkbzjkttZ,ax2AepyxAvSnWZv2y,cHttjg6zFEgsvHZJT",2.75,8.25,false,1681231477385,,,,,true
vXXJYn5nhn8m7hqb8,eric3 (Retired gameCancelled at 2023-04-11T19:56:06.778Z),{},,2023-04-11T17:44:02Z,,,,2023-04-11T17:53:58Z,gameCancelled,,2023-04-11T19:56:06Z,gameCancelled,2023-04-11T17:43:50Z,"{""at"":""2023-04-11T17:43:50.905Z""}",3,"1,2",A,"{""name"":""Bear"",""svg"":""<svg fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\"" viewBox=\""0 0 25 24\""><path d=\""M8.824 5.5c0-1-3-3-5-1.5-1.442 1.082 0 5.5 0 5.5l5-4zM15.823 5.5c0-1 3-3 5-1.5 1.443 1.082 0 5.5 0 5.5l-5-4z\"" fill=\""#795548\""/><path d=\""M21.823 12.5c0 1.5-3 9-9.5 9s-9.5-7.5-9.5-9c1-6 6-9.5 9.5-7 3.5-2.5 8.5 1 9.5 7z\"" fill=\""#795548\""/><path d=\""M20.86 9.382c.171-.56.874-3.028.49-4.5-1.252-.424-2.673.13-3.515.811 1.196.812 2.268 2.08 3.025 3.689zM6.812 5.693c-.842-.681-2.263-1.235-3.514-.812-.385 1.473.318 3.94.49 4.5.756-1.607 1.828-2.876 3.024-3.688z\"" fill=\""#4E342E\""/><path d=\""M9.573 10c-.965 0-1.75.785-1.75 1.75s.785 1.75 1.75 1.75c.966 0 1.75-.785 1.75-1.75S10.54 10 9.573 10zM15.073 10c-.965 0-1.75.785-1.75 1.75s.785 1.75 1.75 1.75 1.75-.785 1.75-1.75-.785-1.75-1.75-1.75z\"" fill=\""#BCAAA4\""/><path d=\""M15.323 10h-6c.5 0 1 .724 1 1l-1 6c0 1 .5 1.5 1 1.5h1.5v-1h1v1h1.5c.5 0 1-.5 1-1.5l-1-6c0-.276.5-1 1-1z\"" fill=\""#BCAAA4\""/><path d=\""M14.323 18.5h-4a.769.769 0 01-.303-.069c.379.628 1.268 1.069 2.303 1.069 1.036 0 1.925-.441 2.304-1.069a.769.769 0 01-.304.069zM13.823 17c0 .277-.723 1-1 1h-1c-.276 0-1-.723-1-1v-1a.5.5 0 01.5-.5h2a.5.5 0 01.5.5v1z\"" fill=\""#3E2723\""/><path d=\""M5.481 6.845a7.845 7.845 0 011.328-1.15 4.51 4.51 0 00-1.623-.824 1.245 1.245 0 00.295 1.974zM19.166 6.845a1.245 1.245 0 00.294-1.975c-.627.169-1.198.48-1.623.824.466.317.912.702 1.329 1.15zM9.573 12.5a.75.75 0 100-1.5.75.75 0 000 1.5zM15.073 12.5a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#212121\""/></svg>"",""color"":""#800000""}",14,0,"NQT9NN95cqMmAmj7T,Th5FHSaw6Nhi2aGnk,vXXJYn5nhn8m7hqb8",2.029166666666667,3.75,true,1681235637458,,,,,
