task,playerCount,score,duration,stageId,playerIds,High,Low,Medium,efficiency,wave
Whac a Mole,6,29.714285714285715,2.0697666666666668,k8hLP44vcdedCvXLg,"QzaSpohTYReBjfDN8,R6mirW4bDtdGgD9v7,b6xfpxv6Jpq8cNzdv,cbEeaQLp7jphS9iy5,tf4WQ5FMQ6PwCoo88,x2KBSmhwMZTrpqLNP",1,0,0,14.356345665833048,1
Whac a Mole,6,15.577889447236181,2.0559666666666665,ycFfsm2Gr73u9BJEq,"QzaSpohTYReBjfDN8,R6mirW4bDtdGgD9v7,b6xfpxv6Jpq8cNzdv,cbEeaQLp7jphS9iy5,tf4WQ5FMQ6PwCoo88,x2KBSmhwMZTrpqLNP",0,1,0,7.576917320596726,1
Whac a Mole,6,20.603015075376884,2.0559666666666665,ycFfsm2Gr73u9BJEq,"QzaSpohTYReBjfDN8,R6mirW4bDtdGgD9v7,b6xfpxv6Jpq8cNzdv,cbEeaQLp7jphS9iy5,tf4WQ5FMQ6PwCoo88,x2KBSmhwMZTrpqLNP",0,1,0,10.021084198208573,1
Whac a Mole,6,16.08040201005025,2.0559666666666665,ycFfsm2Gr73u9BJEq,"QzaSpohTYReBjfDN8,R6mirW4bDtdGgD9v7,b6xfpxv6Jpq8cNzdv,cbEeaQLp7jphS9iy5,tf4WQ5FMQ6PwCoo88,x2KBSmhwMZTrpqLNP",0,1,0,7.82133400835791,1
Whac a Mole,6,8,2.0697666666666668,k8hLP44vcdedCvXLg,"QzaSpohTYReBjfDN8,R6mirW4bDtdGgD9v7,b6xfpxv6Jpq8cNzdv,cbEeaQLp7jphS9iy5,tf4WQ5FMQ6PwCoo88,x2KBSmhwMZTrpqLNP",1,0,0,3.8651699869550513,1
Word Construction,6,55.357142857142854,3.01645,JTLmQw4SioYk3pLmm,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",0,0,1,18.35175217793859,1
Word Construction,6,51.851851851851855,3.0293833333333335,vCRy2x3csM4knrPXX,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",0,1,0,17.116305909954782,1
Word Construction,6,30.88235294117647,3.0278666666666667,YRuphmRNrptCYZTYh,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",1,0,0,10.199376769510922,1
Sudoku,6,82.5,5.035716666666667,66SQMemF833qXnRJE,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",0,0,1,16.38297097731869,1
Sudoku,6,100,5.024633333333333,KWEX9NriEqxGhcNJu,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",1,0,0,19.90194972767499,1
Sudoku,6,100,1.1464666666666667,qzWkistyCTdiqfPHK,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",0,1,0,87.22451590393673,1
Room Assignment,6,100,2.9135166666666668,3n98MRYj3puLP5WDi,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",0,0,1,34.32278289123682,1
Room Assignment,6,84.5360824742268,2.6672666666666665,fDoNnytBszZax4qxs,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",1,0,0,31.693899800379967,1
Room Assignment,6,100,1.8200333333333334,7Ro62kruppepDxCyo,"K3qSrumnimpQgf7uo,ZeF7XhMPQLN8T9NjB,gbhjXChj8HJGcZvPx,iWtShGyEqNn2hgMsv,jDLnyDrMnHfRhPLxD,xActQMxkwJA8ER8E4",0,1,0,54.94404864379773,1
Word Construction,3,50,3.0164166666666667,ZhxxrLHTmzNnEJrRX,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",0,0,1,16.575959333646434,1
Word Construction,3,37.03703703703704,3.010683333333333,yHQotJ2AviocSdveo,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",0,1,0,12.301870683965559,1
Word Construction,3,50,3.016983333333333,JApJaPb9Mea2WrCfi,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",1,0,0,16.572845944348384,1
Sudoku,3,68.75,5.02655,aRNNEJgPRQMtbwXCN,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",0,0,1,13.677373148581033,1
Sudoku,3,38,5.01725,YQtwLzEEFrSNk2AGH,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",1,0,0,7.573870147989437,1
Sudoku,3,100,3.8874666666666666,TMxBNF9JXZCuvNtuW,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",0,1,0,25.723693236383593,1
Room Assignment,3,64,1.65715,QyGgfkvzeMYz6kQ28,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",0,0,1,38.62052318740005,1
Room Assignment,3,85,3.791,otGbY4MrftgDG3a4h,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",0,1,0,22.42152466367713,1
Room Assignment,3,73.19587628865979,4.808583333333333,depysRB6f2Ei3Gmct,"J9WGBmE7fQghvzMFe,N96j34eqDrcr3ynzW,yXoZyCbHHDGyDHvQa",1,0,0,15.221921138656873,1
Word Construction,3,48.148148148148145,3.0200666666666667,RNJaPGFEFGCDjWWAh,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",0,1,0,15.942743476352005,1
Word Construction,3,57.142857142857146,3.0177833333333335,ng4FNgpYW6fKJ5Ee2,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",0,0,1,18.935374356295895,1
Word Construction,3,47.05882352941177,3.0273333333333334,h7fj9SZYXAMWbTq6z,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",1,0,0,15.54464551731285,1
Sudoku,3,48,5.020716666666667,YcCLugdzdKSekTxKA,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",1,0,0,9.560388125201248,1
Sudoku,3,90,5.022683333333333,Te9xoBY8k35js4sD5,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",0,0,1,17.91870879111763,1
Sudoku,3,100,5.019616666666667,6f5NBBFhEFbbW7TG8,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",0,1,0,19.921839981140657,1
Room Assignment,3,97,5.0262166666666666,cSgKBmSA8i72WxJsk,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",0,0,1,19.29880990672242,1
Room Assignment,3,75.25773195876289,5.037616666666667,DufpiC9Rm7bC4MQxD,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",1,0,0,14.939154155324024,1
Room Assignment,3,100,5.020483333333333,yQYLcAFDM4u2LSszg,"5wRQKBY5AgJuPBE3w,DmW5Yf4meBzCjmShq,JBAWpuSJg6BLCo2pd",0,1,0,19.918400950771673,1
Guess the Correlation,6,95,1.94555,MbvWp6ibNeBLsqxx9,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,0,1,48.82937986687569,1
Guess the Correlation,6,89,2.01335,PacpbiGx2LDAsr2S5,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,44.204932078376835,1
Guess the Correlation,6,72,1.2764,Tv8trqPjTFKyxJdZ8,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",1,0,0,56.40864932623002,1
Wolf Goat Cabbage,6,60,1.3584,f92JLWotEcPjMxr2n,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,0,1,44.169611307420496,1
Wolf Goat Cabbage,6,100,3.2334833333333335,bmDo6CWPKmearrWC3,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,30.926400321634564,1
Wolf Goat Cabbage,6,100,0.9966666666666667,XBu7LoSXkyf7dmgfA,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",1,0,0,100.33444816053512,1
Whac a Mole,6,4.838709677419355,2.0511333333333335,RenLHCMTkGuAFiyEQ,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,0,1,2.3590419982868114,1
Whac a Mole,6,10.75268817204301,2.0511333333333335,RenLHCMTkGuAFiyEQ,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,0,1,5.242315551748469,1
Whac a Mole,6,16.129032258064516,2.0511333333333335,RenLHCMTkGuAFiyEQ,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,0,1,7.863473327622704,1
Whac a Mole,6,0,2.105583333333333,633CBzwQJCQLhGfX5,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",1,0,0,0,1
Whac a Mole,6,5.025125628140704,2.0984833333333333,kFi95wtkw7uzKQsMK,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,2.394646432649312,1
Whac a Mole,6,0,2.0984833333333333,kFi95wtkw7uzKQsMK,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,0,1
Whac a Mole,6,69.34673366834171,2.0984833333333333,kFi95wtkw7uzKQsMK,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,33.046120770560506,1
Whac a Mole,6,0,2.0511333333333335,RenLHCMTkGuAFiyEQ,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,0,1,0,1
Whac a Mole,6,6.857142857142857,2.105583333333333,633CBzwQJCQLhGfX5,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",1,0,0,3.25664757532411,1
Whac a Mole,6,0.5714285714285714,2.105583333333333,633CBzwQJCQLhGfX5,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",1,0,0,0.27138729794367583,1
Whac a Mole,6,6.532663316582915,2.0984833333333333,kFi95wtkw7uzKQsMK,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,3.1130403624441056,1
Whac a Mole,6,1.5075376884422111,2.0984833333333333,kFi95wtkw7uzKQsMK,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",0,1,0,0.7183939297947937,1
Whac a Mole,6,69.71428571428571,2.105583333333333,633CBzwQJCQLhGfX5,"N296EnK8FCk96WF99,SubWmteJf7EjtArJG,YzdAemPTjceZLZpgF,hN8oDdrrGcuqe2Zp3,kWrCbKyNuFvtXnAaE,zxFjTsAK3nePDX25L",1,0,0,33.10925034912845,1
Guess the Correlation,3,57,1.0795666666666666,eK8AmBzFaKTEuqx8T,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,0,1,52.79896254670084,1
Guess the Correlation,3,63,1.0313666666666668,bNQCWSwFhLLGPLh4e,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",1,0,0,61.08399857793865,1
Guess the Correlation,3,84,0.9578166666666666,D2jmyND6qWcMdApm4,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,1,0,87.69945535854113,1
Wolf Goat Cabbage,3,100,1.2926333333333333,oaYETh8pTZTrZN3Eo,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,0,1,77.36145852136465,1
Wolf Goat Cabbage,3,100,1.7542666666666666,3b9RtvnmJTr4DpFfn,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",1,0,0,57.00387626358592,1
Wolf Goat Cabbage,3,100,4.0700666666666665,pkDtRPvXJMWcNii3g,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,1,0,24.569622119211807,1
Whac a Mole,3,15.053763440860216,2.01765,FXcx4s3yv7HQXxigH,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,0,1,7.4610380595545385,1
Whac a Mole,3,28.571428571428573,2.0496,AeWdRFckk7HWtC9ua,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",1,0,0,13.940002230400358,1
Whac a Mole,3,0,2.0496,AeWdRFckk7HWtC9ua,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",1,0,0,0,1
Whac a Mole,3,31.182795698924732,2.01765,FXcx4s3yv7HQXxigH,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,0,1,15.455007409077258,1
Whac a Mole,3,0,2.0324166666666668,JrfMPhpJcBHQavrDE,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,1,0,0,1
Whac a Mole,3,30.65326633165829,2.0324166666666668,JrfMPhpJcBHQavrDE,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,1,0,15.082176226163412,1
Whac a Mole,3,25.806451612903224,2.01765,FXcx4s3yv7HQXxigH,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,0,1,12.790350959236351,1
Whac a Mole,3,61.142857142857146,2.0496,AeWdRFckk7HWtC9ua,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",1,0,0,29.831604773056767,1
Whac a Mole,3,18.09045226130653,2.0324166666666668,JrfMPhpJcBHQavrDE,"TeyMh3w7R3n4C9utp,ddzbEFWEpkWSLWfp2,iJX3NdHWybyhAFRkp",0,1,0,8.900956461342341,1
Word Construction,1,37.5,2.766016666666667,fiH5XPvY2StCMyngr,9XSio4vvLY4uWEdwm,0,0,1,13.557402040238369,1
Word Construction,1,19.11764705882353,2.8703833333333333,hyQr258bGrw6qRPAL,9XSio4vvLY4uWEdwm,1,0,0,6.660311477151204,1
Word Construction,1,7.407407407407407,2.9402833333333334,QyoYHQ8XcvqEav2Ts,9XSio4vvLY4uWEdwm,0,1,0,2.519283540953788,1
Sudoku,1,61.25,1.3647833333333332,jjTuQKn4bDmM8AYgc,9XSio4vvLY4uWEdwm,0,0,1,44.87891850965355,1
Sudoku,1,53,4.8137,qAaCCHNvGbvcmhEvZ,9XSio4vvLY4uWEdwm,1,0,0,11.010241602094023,1
Sudoku,1,72.5,0.88915,PLiDmWKREyTGB95ef,9XSio4vvLY4uWEdwm,0,1,0,81.53854805150986,1
Room Assignment,1,47.422680412371136,4.98735,FCxnx4e9cSm2gHxGg,9XSio4vvLY4uWEdwm,1,0,0,9.508592822314682,1
Room Assignment,1,97,1.1859166666666667,uYi6s6opTtKdc82tv,9XSio4vvLY4uWEdwm,0,1,0,81.79326821727214,1
Room Assignment,1,98,2.824133333333333,ijA96852jmefeMKoM,9XSio4vvLY4uWEdwm,0,0,1,34.70091119399462,1
Word Construction,6,71.42857142857143,3.0256666666666665,HmiLpMvWWasgZFJSd,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",0,0,1,23.607548120052254,1
Word Construction,6,30.88235294117647,3.027433333333333,Z68qAeRau2uCyjX7c,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",1,0,0,10.20083666290801,1
Word Construction,6,38.888888888888886,3.026,6NeJFKPCv3xeDPmL9,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",0,1,0,12.851582580597782,1
Sudoku,6,53,5.0187333333333335,6STNHx8ibjtjr9tP5,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",1,0,0,10.560433575536988,1
Sudoku,6,100,5.02605,bzprLeALSmh3hETTd,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",0,1,0,19.89634006824445,1
Sudoku,6,40,5.0214,RCxp2AqvEm5jeyMW7,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",0,0,1,7.965905922651054,1
Room Assignment,6,87,5.0455,b4695SxguZRficQPT,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",0,0,1,17.24308790010901,1
Room Assignment,6,63.91752577319588,5.052466666666667,TbabAGg6YbXeqfAiJ,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",1,0,0,12.650756549249055,1
Room Assignment,6,94,5.023933333333333,nZSgzLnwDQjfngHnW,"RPMiSrpm4T3rc4ffn,YhJXF2EhAgqonkFr9,bDEBvySxGda4fkjyo,qaJxke3fTWkrAXuaR,t9BxuKca6tvEfkD6y,xMxwHPLxj4zqHLxcM",0,1,0,18.710439363579667,1
Wolf Goat Cabbage,1,0,5.0179,iTYqtpJeDJfX8Rj5n,rHGpq4dHsLXgDAh7i,0,0,1,0,1
Wolf Goat Cabbage,1,0,5.017716666666667,go7qE9nFDmJTRXPA7,rHGpq4dHsLXgDAh7i,0,1,0,0,1
Wolf Goat Cabbage,1,0,5.01925,mgi857HgsnNdxxLWm,rHGpq4dHsLXgDAh7i,1,0,0,0,1
Whac a Mole,1,0,2.0128166666666667,6GgJg9YrBPvkvXgdH,rHGpq4dHsLXgDAh7i,1,0,0,0,1
Whac a Mole,1,0,2.01505,tCJXR7rPQdj6u5jxs,rHGpq4dHsLXgDAh7i,0,1,0,0,1
Whac a Mole,1,0,2.0147,JFHzBufumvesdrXA4,rHGpq4dHsLXgDAh7i,0,0,1,0,1
Word Construction,1,25,1.0250166666666667,4E338KjTuHjWmTsvs,stgL5Ju577a94ggrJ,0,0,1,24.38984731955578,1
Word Construction,1,1.8518518518518519,0.5849833333333333,i6h2EDnty8iEvSiCe,stgL5Ju577a94ggrJ,0,1,0,3.1656489105419277,1
Word Construction,1,4.411764705882353,1.4916666666666667,GEw6genHADRbneovm,stgL5Ju577a94ggrJ,1,0,0,2.9576076240552087,1
Sudoku,1,54,3.42315,xrYu5X5RWRipaTqSJ,stgL5Ju577a94ggrJ,1,0,0,15.774944130406205,1
Sudoku,1,48.75,1.7788,jNea3fiySfpvLxwwz,stgL5Ju577a94ggrJ,0,0,1,27.406116483022263,1
Sudoku,1,100,2.96585,je2aW2eEcQJDt48xd,stgL5Ju577a94ggrJ,0,1,0,33.71714685503313,1
Room Assignment,1,52,0.8594833333333334,JkEXW8XavPaqpRbnL,stgL5Ju577a94ggrJ,0,0,1,60.50146405786422,1
Room Assignment,1,89,0.38375,8gZb7aQqbDAx3W6Le,stgL5Ju577a94ggrJ,0,1,0,231.92182410423453,1
Room Assignment,1,73.19587628865979,2.794383333333333,H9eEvQYNJdTwYk5Ts,stgL5Ju577a94ggrJ,1,0,0,26.193928161368863,1
Wolf Goat Cabbage,1,0,5.0171166666666664,HpDYajT3n7JELdZ4T,vGtR7v8yeJBTRpHCb,0,0,1,0,1
Wolf Goat Cabbage,1,0,5.021233333333333,P4pQGioaTNxDWgeiB,vGtR7v8yeJBTRpHCb,0,1,0,0,1
Wolf Goat Cabbage,1,0,5.017283333333333,e6M3TQQK5kKNQjzBs,vGtR7v8yeJBTRpHCb,1,0,0,0,1
Whac a Mole,1,0,2.0159,dZreThKhNFGPe4aLQ,vGtR7v8yeJBTRpHCb,0,0,1,0,1
Whac a Mole,1,0,2.0165166666666665,a8RWP3Ncr8imXfkGJ,vGtR7v8yeJBTRpHCb,1,0,0,0,1
Whac a Mole,1,0,2.014683333333333,HLQ7mrRTKXifKh6dh,vGtR7v8yeJBTRpHCb,0,1,0,0,1
Guess the Correlation,6,62,2.01665,Pucv3nScTyggiLpQG,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,0,1,30.744055735997822,1
Guess the Correlation,6,93,1.9066333333333334,Mnt5iLGsWm5LSiwJC,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",1,0,0,48.777076522316825,1
Guess the Correlation,6,84,1.67575,skvWf8inDMPmQKAdT,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,1,0,50.126808891541096,1
Wolf Goat Cabbage,6,100,1.3183666666666667,pncaWJxirKSusLp6T,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,0,1,75.85143232788046,1
Wolf Goat Cabbage,6,100,0.8969666666666667,v4SK8euSBh928EpEA,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",1,0,0,111.48686313129436,1
Wolf Goat Cabbage,6,100,1.9735,MboPyPNjhLjGXoeiE,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,1,0,50.67139599695972,1
Whac a Mole,6,23.115577889447238,2.0258833333333333,N9LsNkFXCSszsur9E,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,1,0,11.410122937046674,1
Whac a Mole,6,0,2.0258833333333333,N9LsNkFXCSszsur9E,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,1,0,0,1
Whac a Mole,6,14.516129032258064,2.0377833333333335,MgZHFdofvnzbroJRe,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,0,1,7.123489919074515,1
Whac a Mole,6,0,2.0377833333333335,MgZHFdofvnzbroJRe,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",0,0,1,0,1
Whac a Mole,6,8,2.0314666666666668,BQHWXyBDBWFTYCsmY,"8yqSpZdLtZAPgHTai,Bf5qctZCckaYQojpx,EXrnSCtgHxTYTBYMP,XtQtQ5YDBGr37zoxs,qG27vhN4efsszEcWB,uCqrmoAACtCkyByrg",1,0,0,3.9380414807035966,1
