task,playerCount,score,duration,stageId,playerIds,High,Low,Medium,efficiency,wave
Typing,1,1.1627906976744187,0.22503333333333334,PZsScZG7MMWwjLvdv,QjBuvRLYK6gvwSWnC,0,1,0,5.167193146235011,2
Random Dot Motion,1,63.02202251390385,0.0715,h9thXkevg9MuyxEyw,RFeL2xJsdH788jd9z,0,0,1,881.4268883063476,2
Random Dot Motion,1,63.45531001945043,0.2379,pBhPnSnmh64sKDQ5s,NJv6Jh5xqmMzPJxst,1,0,0,266.7310215193377,2
Random Dot Motion,1,97.73828946047911,0.2468,s4ZbMhxGfwqedEgSs,NJv6Jh5xqmMzPJxst,0,1,0,396.0222425465118,2
Typing,1,14.285714285714286,3.0163,r4yWWDijHgSjFCDBZ,NJv6Jh5xqmMzPJxst,0,0,1,4.736171563078701,2
Typing,1,7.6923076923076925,3.0124666666666666,ExqsKQ8DJqSRkKczF,NJv6Jh5xqmMzPJxst,1,0,0,2.5534913887758734,2
Typing,1,15.116279069767442,3.014,n4NkxkXAhgBNsT5Bb,NJv6Jh5xqmMzPJxst,0,1,0,5.015354701316338,2
Unscramble Words,1,0,2.00565,oc3wCH7sTwzZwsuY2,NJv6Jh5xqmMzPJxst,0,0,1,0,2
Unscramble Words,1,25,2.0162666666666667,kgoKoeLZess2h4aWn,NJv6Jh5xqmMzPJxst,1,0,0,12.399153551117577,2
Unscramble Words,1,0,2.015083333333333,9TH5QrbuB7Zr6uz44,NJv6Jh5xqmMzPJxst,0,1,0,0,2
Random Dot Motion,1,11.53754410792523,0.37298333333333333,C9EXt538Y5GJ92wMS,Y2Gd3Aqj6E9jQngfd,0,0,1,30.933135818200714,2
Random Dot Motion,1,65.18915044518467,0.17083333333333334,G7gwfZG2QfuiSi4Tx,Y2Gd3Aqj6E9jQngfd,1,0,0,381.59502699620293,2
Random Dot Motion,1,92.34375117338139,0.15455,7BXHEyCiLvjdFzTcx,Y2Gd3Aqj6E9jQngfd,0,1,0,597.5008163919857,2
Typing,1,44.285714285714285,3.016166666666667,Jr3KsNLytHAGAMkWL,Y2Gd3Aqj6E9jQngfd,0,0,1,14.682780887124148,2
Typing,1,30.76923076923077,3.0131,pQL5ePcwnaXP3MPBQ,Y2Gd3Aqj6E9jQngfd,1,0,0,10.211818648312624,2
Typing,1,32.55813953488372,3.0130666666666666,dQoc6fmTaXw5iwcKo,Y2Gd3Aqj6E9jQngfd,0,1,0,10.805648575609696,2
Unscramble Words,1,62.5,1.9609166666666666,uQE5S7TMcLDRnrSoc,Y2Gd3Aqj6E9jQngfd,0,0,1,31.872848582720668,2
Unscramble Words,1,75,1.9346,GJuGCHFDW7rezRk3E,Y2Gd3Aqj6E9jQngfd,1,0,0,38.767703918122606,2
Unscramble Words,1,100,1.1043666666666667,MWWQmx7YBTTHxKEjK,Y2Gd3Aqj6E9jQngfd,0,1,0,90.54963629229422,2
Random Dot Motion,6,19.203771284047168,1.0129833333333333,WXGvq4oneTpsySWJP,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",0,0,1,18.957637951312627,2
Random Dot Motion,6,58.53547556171587,0.9237833333333333,YuhyHXYEu5GnrLWo4,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",1,0,0,63.36494007799362,2
Random Dot Motion,6,96.73578994208115,0.9973,qMJb7HHBQCP2pvGHy,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",0,1,0,96.99768368803886,2
Typing,6,85.71428571428571,3.0111,FGc8po5cm3Hg9nKbq,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",0,0,1,28.46610398667786,2
Typing,6,69.23076923076923,3.0079333333333333,fyCmcQjdCeoDum4yu,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",1,0,0,23.016058389182792,2
Typing,6,67.44186046511628,3.0097,8PTRZ8SQabvmCfKXK,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",0,1,0,22.408167081475323,2
Unscramble Words,6,100,0.9177666666666666,dCoDHZmbBRXTHWCMC,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",0,0,1,108.96015690262594,2
Unscramble Words,6,100,1.94835,XyyNi3wEv3Cz8qYYp,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",1,0,0,51.325480534811504,2
Unscramble Words,6,100,1.4191166666666666,EqzYxmCkksMhP9YiT,"6YbMJJrN22Kr9GaHM,6gXMCGvjL23XmaMZj,8knJPk7ZzyQkTssDh,FMtjc64Y6yGquwiWg,iEtZ7a3HjFPrgwPy4,rLCyvzPupdSuvhqij",0,1,0,70.46636992495333,2
Random Dot Motion,1,12.492813255294843,0.37878333333333336,MrSRq7GhRxyXQHB5c,y9bZpKELmdfLXEK4L,0,0,1,32.98142277105163,2
Random Dot Motion,1,59.24843203310745,0.58575,LefFuSRQC78kvcE3k,y9bZpKELmdfLXEK4L,1,0,0,101.14969190457951,2
Random Dot Motion,1,95.96586723288621,0.35015,dmGXCAa66P6gh3k49,y9bZpKELmdfLXEK4L,0,1,0,274.0707332082999,2
Typing,1,12.857142857142858,3.01595,yjFfnKdKjeX9nZQ6S,y9bZpKELmdfLXEK4L,0,0,1,4.263049074799933,2
Typing,1,10.256410256410257,3.01405,PAwbsWwFcjDb2rHSm,y9bZpKELmdfLXEK4L,1,0,0,3.4028666599460053,2
Typing,1,12.790697674418604,3.0145666666666666,hy9xPuvZHinvnxzDN,y9bZpKELmdfLXEK4L,0,1,0,4.242963944320999,2
Unscramble Words,1,50,2.0105333333333335,JiFvdvYqHWpM5YLR6,y9bZpKELmdfLXEK4L,0,0,1,24.86902314477087,2
Unscramble Words,1,62.5,2.014666666666667,kWp9rPAAgsRcZFdgM,y9bZpKELmdfLXEK4L,1,0,0,31.022501654533418,2
Unscramble Words,1,100,0.963,XDvm98Jiegf4CH24L,y9bZpKELmdfLXEK4L,0,1,0,103.84215991692628,2
Typing,1,26.74418604651163,3.01605,YqF5wiTM9GnojLecM,WJQcemvogkqqKabCF,0,1,0,8.867288687691394,2
Typing,1,32.857142857142854,3.0124166666666667,SPfvgJFmw3awX6fqH,WJQcemvogkqqKabCF,0,0,1,10.907237109898317,2
Typing,1,23.076923076923077,3.0129333333333332,BJvBXWJZ3jtDhfwAr,WJQcemvogkqqKabCF,1,0,0,7.659287652207066,2
Unscramble Words,1,100,0.4204333333333333,JcvRcdMD6pauN8wz5,WJQcemvogkqqKabCF,0,1,0,237.84983746927773,2
Unscramble Words,1,62.5,1.0806833333333334,mLP82Dj88RKrrYieE,WJQcemvogkqqKabCF,0,0,1,57.83377801082648,2
Unscramble Words,1,37.5,1.3357333333333334,mXwtJWTDCudyGuawT,WJQcemvogkqqKabCF,1,0,0,28.074465961269713,2
Random Dot Motion,1,98.81942046750788,0.20475,4yQmKqFsgGEKkpuPn,WJQcemvogkqqKabCF,0,1,0,482.6345321978407,2
Random Dot Motion,1,4.683847591233895,0.21776666666666666,BejDgznrCYzJyKP6o,WJQcemvogkqqKabCF,0,0,1,21.508560804686493,2
Random Dot Motion,1,43.617552275555525,0.19558333333333333,Zv2PMfQvD4GxrJ5s8,WJQcemvogkqqKabCF,1,0,0,223.0126234796192,2
Typing,3,15.116279069767442,3.0141833333333334,77wiP4w9pKNDdLqoM,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",0,1,0,5.015049649634486,2
Typing,3,15.714285714285714,3.0118666666666667,Jz7cWTCfuazcsJze8,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",0,0,1,5.217457295902556,2
Typing,3,19.23076923076923,3.0115833333333333,7ToXbWjKSjwFmhyaK,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",1,0,0,6.385600895686952,2
Unscramble Words,3,100,2.0141333333333336,4Khaq2nb4Bv4yTv6F,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",0,1,0,49.6491460346882,2
Unscramble Words,3,37.5,2.01485,dwPiw6rcgoktsfGya,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",0,0,1,18.611807330570514,2
Unscramble Words,3,87.5,2.01465,kmHZtd73WvY7b2yFg,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",1,0,0,43.43186161367979,2
Random Dot Motion,3,95.19368006698761,1.0139833333333332,hWDKcBXtqWuij22tw,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",0,1,0,93.88091198111832,2
Random Dot Motion,3,97.78017648873232,1.0138,qjsAB56okdH3RRpdk,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",0,0,1,96.44917783461464,2
Random Dot Motion,3,48.69758449074825,1.0140333333333333,zMdLRL27MerE4pze9,"5ykoBgvAh6QMoeePQ,DHafrkMPqfEwA5eGK,pDBsP5BrQ9mtkr8gu",1,0,0,48.02365256639977,2
Typing,6,33.72093023255814,3.0114,zFFRXJaRMKv8QxTbo,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",0,1,0,11.197758594858916,2
Typing,6,75.71428571428571,3.0195166666666666,L3hxYwFQ6ffhJxt8z,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",0,0,1,25.074968636576177,2
Typing,6,26.923076923076923,3.0107333333333335,YrLTtxgP4SD7RLvJ8,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",1,0,0,8.942365178940985,2
Unscramble Words,6,100,2.0148166666666665,HS5GtcGYYG8Pqvcg4,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",0,1,0,49.63230732324695,2
Unscramble Words,6,100,2.011433333333333,Ke7QtB5TbacKWpJNC,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",0,0,1,49.71579139253932,2
Unscramble Words,6,100,2.0127,Co6WME2SdJsfWo76b,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",1,0,0,49.684503403388476,2
Random Dot Motion,6,97.76476438129207,1.0171666666666668,uQndbYRsT6SyadsxL,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",0,1,0,96.11479375516178,2
Random Dot Motion,6,23.887501645890943,1.0237833333333333,E97yg3bPwPat4gJZT,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",0,0,1,23.332575231631964,2
Random Dot Motion,6,58.065821916213075,1.01125,ghoNDuEpkRf7aaoMm,"EmSp8dvghr5eraKTn,HygFiffBdSHCXCh2M,JwqHA4Toyj49XWPzz,bkodKidH5AoEHA57B,rt65SpkzhXcKYBXjH,wJPcJvSN9SpjmtDQQ",1,0,0,57.41984861924655,2
Typing,6,17.441860465116278,3.0102333333333333,txgNfTrysLRY65jCP,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",0,1,0,5.7941888663502095,2
Typing,6,31.428571428571427,3.0071333333333334,W9ciBehpoqkQSuRtQ,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",0,0,1,10.451339513347627,2
Typing,6,24.358974358974358,3.01045,kDH6gr2vkhZPXcuun,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",1,0,0,8.09147282265919,2
Unscramble Words,6,100,2.0132333333333334,NHNBLfqyhvksbLAF9,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",0,1,0,49.671341291786014,2
Unscramble Words,6,100,1.9591333333333334,kCt2hgvZMAyKiy488,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",0,0,1,51.042978187633985,2
Unscramble Words,6,75,2.01235,fDxgTQCNoH3WXCdcK,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",1,0,0,37.26985862300295,2
Random Dot Motion,6,95.10885570738179,1.0104,wEFRH8cqoX8WBD47S,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",0,1,0,94.12990469851722,2
Random Dot Motion,6,76.23916132250045,1.0126666666666666,qBnzD86pSqxN5YnpY,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",0,0,1,75.28554442643231,2
Random Dot Motion,6,57.49093664122664,1.0119,BFYSGLyP9gQYCHsLd,"FbReRJA4XNvhRfGEP,GE2DpQARZuczY5uTp,H3d5MvfbF8DWZKghh,aSBFj9ErdnS9pH44j,abGnuQSrBMsDzu6h7,fqfDDSJ8LtrpMQbFY",1,0,0,56.81484004469477,2
Typing,3,34.883720930232556,3.01385,A9LvEvqzT88ky5RzL,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",0,1,0,11.574471499985917,2
Typing,3,40,3.0122833333333334,9fXEjJuB3HxcPMu9h,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",0,0,1,13.278963355594039,2
Typing,3,35.8974358974359,3.01185,oNgiwPiBDT6vE4HQF,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",1,0,0,11.918732970578182,2
Unscramble Words,3,100,2.0143,jfY9XgGfdPGbnxENk,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",0,1,0,49.645037978454056,2
Unscramble Words,3,62.5,2.0156666666666667,z7R9iE9mgrTY9hevA,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",0,0,1,31.007110964114435,2
Unscramble Words,3,75,2.0142333333333333,xGKLTR3EiPQxWyhoK,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",1,0,0,37.23501083952538,2
Random Dot Motion,3,92.2128921810842,1.0142166666666668,EF2jWvbiYLWYu5L5y,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",0,1,0,90.92030846244313,2
Random Dot Motion,3,15.400751355576226,1.0141,2x6AwbarKaeFbTQmm,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",0,0,1,15.186620013387463,2
Random Dot Motion,3,52.97112969393711,1.0148166666666667,2mDBMpY6HMA7w3EQj,"5EByokgw2aMS8YnwJ,EozTAycwPk8ucWdxR,eq43CGyxsQdDsKLwa",1,0,0,52.197733279183865,2
Typing,1,37.2093023255814,3.015433333333333,mjGPGyycGuoLK346R,AyHDqJFEKex3xtD7n,0,1,0,12.339620284176315,2
Typing,1,42.857142857142854,3.01415,xxg6uXPHB2zt5ScK7,AyHDqJFEKex3xtD7n,0,0,1,14.21864965484228,2
Typing,1,26.923076923076923,3.0119833333333332,ap7n2zGAeHfyQGDiv,AyHDqJFEKex3xtD7n,1,0,0,8.938654017478049,2
Unscramble Words,1,100,2.0078833333333335,uhmZYuEmX95Pxiqbk,AyHDqJFEKex3xtD7n,0,1,0,49.8036904534626,2
Unscramble Words,1,0,2.0145166666666667,LC2fdwmYAHqJSnv3h,AyHDqJFEKex3xtD7n,0,0,1,0,2
Unscramble Words,1,25,2.01625,ESfojbZdJo5iNnTK8,AyHDqJFEKex3xtD7n,1,0,0,12.399256044637323,2
Random Dot Motion,1,97.45007796427934,0.13598333333333334,qcs89JPJbd6oGLbSt,AyHDqJFEKex3xtD7n,0,1,0,716.6325135257704,2
Random Dot Motion,1,78.05998317506825,0.21986666666666665,mJQw24NWMzehKcmTi,AyHDqJFEKex3xtD7n,0,0,1,355.03327702426435,2
Random Dot Motion,1,72.16335397781047,0.22308333333333333,3M8NrJtheaiq7s27T,AyHDqJFEKex3xtD7n,1,0,0,323.4816016935845,2
Random Dot Motion,1,9.07960942774804,0.13343333333333332,jbSooyfHXKS2Nvgt7,WGsAibWDDwm4ebBqd,0,0,1,68.04603618097457,2
Random Dot Motion,1,100,0.11891666666666667,Mzoq9tgmrrmFbyCrA,WGsAibWDDwm4ebBqd,1,0,0,840.9250175192711,2
Random Dot Motion,1,58.75899105015519,0.14158333333333334,2Fsz3kCYDudqpAB2D,WGsAibWDDwm4ebBqd,0,1,0,415.0134741623674,2
Typing,1,15.714285714285714,3.015833333333333,dmsFfuqtbXsTHauPs,WGsAibWDDwm4ebBqd,0,0,1,5.210594876248372,2
Typing,1,10.256410256410257,3.011833333333333,6jiymodmycEPq2Zve,WGsAibWDDwm4ebBqd,1,0,0,3.4053711216015468,2
Typing,1,10.465116279069768,3.0132166666666667,sjpfm8TMPWq9i82kv,WGsAibWDDwm4ebBqd,0,1,0,3.473071284530851,2
Unscramble Words,1,25,2.008,unHywZXRQRfHM7RzS,WGsAibWDDwm4ebBqd,0,0,1,12.450199203187251,2
Unscramble Words,1,25,1.1920666666666666,fPnBZi5vqKXGZ3dPN,WGsAibWDDwm4ebBqd,1,0,0,20.971981432805773,2
Unscramble Words,1,37.5,2.0059666666666667,GohcvAtfa6bzSwehG,WGsAibWDDwm4ebBqd,0,1,0,18.694228883829908,2
Random Dot Motion,3,18.49513679932105,0.6209,wSwfNAHgf6rxwyLvZ,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",0,0,1,29.78762570352883,2
Random Dot Motion,3,61.09003143308802,1.01285,zzSLAiRHdnvjzRzrw,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",1,0,0,60.31498389010023,2
Random Dot Motion,3,96.54263789685123,0.6474666666666666,2JEtfw4MJwXevgDYo,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",0,1,0,149.108275170178,2
Typing,3,25.714285714285715,3.01345,7BpwoX5rSFcEYH5WL,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",0,0,1,8.53317151911786,2
Typing,3,37.17948717948718,3.0076666666666667,GeWLHGFvyxrD6SNt5,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",1,0,0,12.361571709903751,2
Typing,3,23.25581395348837,3.0119333333333334,yHiQWjo4pgGR88RLe,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",0,1,0,7.721224668592168,2
Unscramble Words,3,87.5,2.0115833333333333,ZNSnSiNmSAF9ZEv6B,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",0,0,1,43.49807365673806,2
Unscramble Words,3,75,2.0149666666666666,rW9942cA3cnXofdzq,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",1,0,0,37.22145941206637,2
Unscramble Words,3,87.5,2.01395,Yxw74Rtb3d3fDDQBz,"6i4SZXBsiMQauwSBd,q6MfvJYH2vpi4qLer,rusBtPEEYBzkH3JFv",0,1,0,43.44695747163534,2
Random Dot Motion,6,8.804393382978278,1.0105,ABGMy865zL4ZjAY8m,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",0,0,1,8.712907850547529,2
Random Dot Motion,6,58.363312895631346,1.0114833333333333,w7Hc4A62XbaZZ6iso,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",1,0,0,57.700716336368714,2
Random Dot Motion,6,93.98546565418512,1.01245,3kDCGaejtm7X3Jtmm,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",0,1,0,92.82973544785926,2
Typing,6,28.571428571428573,3.0085333333333333,Fvy9cQsJoMRvXXYww,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",0,0,1,9.496796414009674,2
Typing,6,28.205128205128204,3.0098166666666666,MEkbxnnbuwSJW6mZw,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",1,0,0,9.371045259166905,2
Typing,6,47.674418604651166,3.0102333333333333,BJoQ9JHWWsvaitPmf,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",0,1,0,15.837449568023906,2
Unscramble Words,6,50,2.0141333333333336,oCt6n8TQG8qJPDWan,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",0,0,1,24.8245730173441,2
Unscramble Words,6,75,2.011066666666667,bhqcW4sgdvzsxhCQT,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",1,0,0,37.29364184843864,2
Unscramble Words,6,100,2.012966666666667,iyCxpJg2g5RSr9jme,"F5wMfPhMPG3JYCLs3,KBvK4FBxCSSSqNzCz,YJAqefeyN4S23FYjf,bzorbmGTruo2N4wGA,khwwEiK64GqoGsfuB,vyY7wLNJwAgHNgjir",0,1,0,49.67792147576545,2
Random Dot Motion,1,86.89811691971296,0.6619666666666667,i3xegydYkxZXzHqBs,EAchGjWL5ScFdTeeF,0,0,1,131.27264754476,2
Random Dot Motion,1,89.12855513872694,0.14411666666666667,X4zoMRZuxFrNrRrqu,EAchGjWL5ScFdTeeF,1,0,0,618.4472427805731,2
Random Dot Motion,1,63.6523606817406,0.6019333333333333,HwG94oDChMkq8MtjN,EAchGjWL5ScFdTeeF,0,1,0,105.74652898727534,2
Typing,1,12.857142857142858,3.0157666666666665,mPSB3oaGgruuXCWzW,EAchGjWL5ScFdTeeF,0,0,1,4.263308232448197,2
Typing,1,8.974358974358974,3.0132,FPupNx9i5esaiAiT9,EAchGjWL5ScFdTeeF,1,0,0,2.9783482591128947,2
Typing,1,10.465116279069768,3.013733333333333,WK2BjucvxShj7ySAx,EAchGjWL5ScFdTeeF,0,1,0,3.4724758701510097,2
Unscramble Words,1,25,2.0175833333333335,B9tqshzMSBrFruH29,EAchGjWL5ScFdTeeF,0,0,1,12.391061914006029,2
Unscramble Words,1,37.5,2.0156666666666667,WzZkk3BzqLS5NBe32,EAchGjWL5ScFdTeeF,1,0,0,18.60426657846866,2
Unscramble Words,1,50,2.0156666666666667,vWbJE8b5PjzizTFib,EAchGjWL5ScFdTeeF,0,1,0,24.80568877129155,2
Random Dot Motion,3,19.768496028159205,0.31335,rG9LHLn7pYXuWRwvr,"6RrtkqXWK9Yhi5QDz,7rLb8j7t6NT8P2AY9,zTA2vg9mcjNBFWhZD",0,0,1,63.087589047899165,2
Random Dot Motion,3,58.84361117762326,1.0091166666666667,AeJWokGgAcXzkYWZx,"6RrtkqXWK9Yhi5QDz,7rLb8j7t6NT8P2AY9,zTA2vg9mcjNBFWhZD",1,0,0,58.31200010995418,2
Random Dot Motion,3,92.14129200233987,0.33245,5GsBwbs8jKHdAdkEg,"6RrtkqXWK9Yhi5QDz,7rLb8j7t6NT8P2AY9,zTA2vg9mcjNBFWhZD",0,1,0,277.1583456229203,2
Typing,3,51.42857142857143,3.0138166666666666,fa2inahW4Gm7F5ZDu,"6RrtkqXWK9Yhi5QDz,7rLb8j7t6NT8P2AY9,zTA2vg9mcjNBFWhZD",0,0,1,17.06426671448875,2
Typing,3,37.17948717948718,3.0069166666666667,mbvxLkuf9jXbSNf6c,"6RrtkqXWK9Yhi5QDz,7rLb8j7t6NT8P2AY9,zTA2vg9mcjNBFWhZD",1,0,0,12.364654994148108,2
