Conceptual-Behavioral,Type 1 (Planning),Type 2 (Generate),Type 5 (Cognitive Conflict),Type 7 (Battle),Type 8 (Performance),Divisible-Unitary,Maximizing,Optimizing,Outcome Multiplicity,CRT,RME,playerCount,High,Medium,score
-0.371285180621642,-0.5349139880873067,-0.42675886180723804,-0.5113393695838531,-0.20566236824761203,-0.3538877386341332,1.907058103805498,0.9281509168022294,0.5582449234885618,1.4219866482141776,0.012032126564201735,1.04038931277139,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,75.0
-0.371285180621642,-0.3760622702413209,-0.05447170391263557,0.7262865007489395,-1.3329388233587964,-0.6620198756629072,-0.4067265341615177,-1.1847032942854654,-1.047320578031605,-1.17626833307857,0.5338877858409159,0.7129174775056855,1.094061102941558,-0.7061926156056273,1.4142135623730951,100.0
-0.371285180621642,-0.3760622702413209,-0.05447170391263557,0.7262865007489395,-1.3329388233587964,-0.6620198756629072,-0.4067265341615177,-1.1847032942854654,-1.047320578031605,-1.17626833307857,1.3403919865412939,-0.400486762397706,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,100.0
-0.371285180621642,-0.39936052219206547,-0.5224898452658501,2.772303835518758,-2.218656038089013,-0.2783081578534902,-0.7012082153573199,-1.6359925432556528,-0.8118376378086473,-1.067389076719636,-0.9367963448480076,0.3854456422399824,-0.9140257315714275,1.416044260307657,-0.7071067811865475,50.0
-0.371285180621642,-0.11130940716467798,1.5676366269138462,-0.6901870387070888,0.29758604921273785,-0.6445784339442976,1.7617294819166607,1.1845652628080174,-0.6459292026515636,-0.06273048395310665,-1.3637691569835024,-1.0554304329291135,1.094061102941558,1.416044260307657,-0.7071067811865475,69.11764705882354
-0.371285180621642,-0.11130940716467798,1.5676366269138462,-0.6901870387070888,0.29758604921273785,-0.6445784339442976,1.7617294819166607,1.1845652628080174,-0.6459292026515636,-0.06273048395310665,1.3878334101119054,-0.6624642306102693,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,71.42857142857143
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,-1.4586520041247244,-0.26949802829142505,1.094061102941558,-0.7061926156056273,1.4142135623730951,89.0
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,0.4627256504850004,1.564344249196515,1.094061102941558,-0.7061926156056273,1.4142135623730951,93.0
2.875127956472112,-0.9585185690099355,-1.2245170572956716,-0.6901870387070888,0.9446197288046173,-0.6445784339442976,-0.23003752544403658,1.0563580898051235,-0.9135234529049246,-0.557636194675535,0.29668066798786363,0.6474231104525456,1.094061102941558,-0.7061926156056273,-0.7071067811865475,13.06532663316583
2.875127956472112,-0.9585185690099355,-1.2245170572956716,-0.6901870387070888,0.9446197288046173,-0.6445784339442976,-0.23003752544403658,1.0563580898051235,-0.9135234529049246,-0.557636194675535,-0.41494068557129177,-0.13850929418514274,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,37.634408602150536
-0.371285180621642,-0.5857465377980221,1.7005963261619184,-0.218029192221746,1.324212820831853,-0.5341159697264349,0.6887453198868659,1.1845652628080174,-1.047320578031605,-1.067389076719636,-1.7433005455483863,-2.365317773991927,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,12.5
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,1.577599104394348,1.8263217174090782,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,87.0
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,1.0083020215470218,1.695332983302796,-0.9140257315714275,1.416044260307657,-0.7071067811865475,0.0
2.875127956472112,-0.9585185690099355,-1.2245170572956716,-0.6901870387070888,0.9446197288046173,-0.6445784339442976,-0.23003752544403658,1.0563580898051235,-0.9135234529049246,-0.557636194675535,0.3678428033437818,-0.4659811294508472,1.094061102941558,-0.7061926156056273,1.4142135623730951,5.376344086021505
-0.371285180621642,-0.5857465377980221,1.7005963261619184,-0.218029192221746,1.324212820831853,-0.5341159697264349,0.6887453198868659,1.1845652628080174,-1.047320578031605,-1.067389076719636,0.48644636227030685,-0.727958597663409,1.094061102941558,-0.7061926156056273,-0.7071067811865475,71.42857142857143
2.875127956472112,-0.9585185690099355,-1.2245170572956716,-0.6901870387070888,0.9446197288046173,-0.6445784339442976,-0.23003752544403658,1.0563580898051235,-0.9135234529049246,-0.557636194675535,-0.9842377684186202,-0.7934529647165502,-0.9140257315714275,1.416044260307657,-0.7071067811865475,61.142857142857146
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,0.5813292094115275,0.31995127518684124,1.094061102941558,-0.7061926156056273,-0.7071067811865475,98.0
-0.371285180621642,-0.5857465377980221,1.7005963261619184,-0.218029192221746,1.324212820831853,-0.5341159697264349,0.6887453198868659,1.1845652628080174,-1.047320578031605,-1.067389076719636,-1.7433005455483863,-2.365317773991927,-0.9140257315714275,1.416044260307657,-0.7071067811865475,21.428571428571427
-0.13939852797208838,-0.32311169762599257,-0.825637959551455,-0.332491700460617,0.29758604921273785,2.2623285191573466,-0.3264133483808445,-0.8667495052382883,1.6286219245020068,1.4219866482141776,1.2455091394000746,0.3854456422399824,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,100.0
-0.371285180621642,-0.39936052219206547,-0.5224898452658501,2.772303835518758,-2.218656038089013,-0.2783081578534902,-0.7012082153573199,-1.6359925432556528,-0.8118376378086473,-1.067389076719636,1.2455091394000746,1.367861148037093,1.094061102941558,-0.7061926156056273,1.4142135623730951,50.0
-0.371285180621642,-0.3760622702413209,1.0911977046082537,-0.5262433420107894,0.08789920860425872,-0.511871812172266,-0.4870397199421912,0.009332843614821583,-0.06614166043594756,-0.6091888728757879,1.3878334101119054,0.2544569081337015,1.094061102941558,1.416044260307657,-0.7071067811865475,100.0
-0.371285180621642,-0.39936052219206547,-0.5224898452658501,2.772303835518758,-2.218656038089013,-0.2783081578534902,-0.7012082153573199,-1.6359925432556528,-0.8118376378086473,-1.067389076719636,0.8185363272645777,1.1713780468776709,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,80.0
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,1.672481951535568,-0.531475496503987,-0.9140257315714275,1.416044260307657,-0.7071067811865475,77.31958762886597
-0.13939852797208838,-0.32311169762599257,-0.825637959551455,-0.332491700460617,0.29758604921273785,2.2623285191573466,-0.3264133483808445,-0.8667495052382883,1.6286219245020068,1.4219866482141776,-1.7433005455483863,-0.7934529647165502,-0.9140257315714275,1.416044260307657,-0.7071067811865475,53.0
-0.13939852797208838,-0.32311169762599257,-0.825637959551455,-0.332491700460617,0.29758604921273785,2.2623285191573466,-0.3264133483808445,-0.8667495052382883,1.6286219245020068,1.4219866482141776,-0.6047063798537357,0.6474231104525456,-0.9140257315714275,1.416044260307657,-0.7071067811865475,55.0
2.875127956472112,-0.9585185690099355,-1.2245170572956716,-0.6901870387070888,0.9446197288046173,-0.6445784339442976,-0.23003752544403658,1.0563580898051235,-0.9135234529049246,-0.557636194675535,-2.454921899107543,1.4333555150902342,-0.9140257315714275,1.416044260307657,-0.7071067811865475,45.714285714285715
-0.371285180621642,-0.39936052219206547,-0.5224898452658501,2.772303835518758,-2.218656038089013,-0.2783081578534902,-0.7012082153573199,-1.6359925432556528,-0.8118376378086473,-1.067389076719636,-0.48610282092720924,-0.00752056007886179,1.094061102941558,-0.7061926156056273,1.4142135623730951,100.0
-0.371285180621642,-0.5349139880873067,-0.42675886180723804,-0.5113393695838531,-0.20566236824761203,-0.3538877386341332,1.907058103805498,0.9281509168022294,0.5582449234885618,1.4219866482141776,1.7436440868914835,2.1537935526747813,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,100.0
-0.371285180621642,-0.5857465377980221,1.7005963261619184,-0.218029192221746,1.324212820831853,-0.5341159697264349,0.6887453198868659,1.1845652628080174,-1.047320578031605,-1.067389076719636,-1.6958591219777752,0.2544569081337015,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,25.0
-0.371285180621642,-0.5349139880873067,-0.42675886180723804,-0.5113393695838531,-0.20566236824761203,-0.3538877386341332,1.907058103805498,0.9281509168022294,0.5582449234885618,1.4219866482141776,-0.5809856680684292,0.2544569081337015,1.094061102941558,-0.7061926156056273,-0.7071067811865475,100.0
-0.371285180621642,-0.3760622702413209,1.0911977046082537,-0.5262433420107894,0.08789920860425872,-0.511871812172266,-0.4870397199421912,0.009332843614821583,-0.06614166043594756,-0.6091888728757879,0.3678428033437818,-0.4659811294508472,1.094061102941558,1.416044260307657,-0.7071067811865475,97.36713703993608
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,1.6013198161796527,1.1058836798245297,1.094061102941558,1.416044260307657,-0.7071067811865475,78.35051546391753
-0.371285180621642,-0.3760622702413209,1.0911977046082537,-0.5262433420107894,0.08789920860425872,-0.511871812172266,-0.4870397199421912,0.009332843614821583,-0.06614166043594756,-0.6091888728757879,0.08319426192011654,0.8439062116119678,1.094061102941558,-0.7061926156056273,-0.7071067811865475,92.875124520553
-0.371285180621642,-0.3760622702413209,1.0911977046082537,-0.5262433420107894,0.08789920860425872,-0.511871812172266,-0.4870397199421912,0.009332843614821583,-0.06614166043594756,-0.6091888728757879,0.6287706329821385,0.7129174775056855,1.094061102941558,-0.7061926156056273,1.4142135623730951,93.44153117637292
-0.371285180621642,-0.39936052219206547,-0.5224898452658501,2.772303835518758,-2.218656038089013,-0.2783081578534902,-0.7012082153573199,-1.6359925432556528,-0.8118376378086473,-1.067389076719636,-0.32005783843007246,-0.00752056007886179,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,90.0
-0.13939852797208838,-0.32311169762599257,-0.825637959551455,-0.332491700460617,0.29758604921273785,2.2623285191573466,-0.3264133483808445,-0.8667495052382883,1.6286219245020068,1.4219866482141776,0.32040137977316946,-0.727958597663409,1.094061102941558,-0.7061926156056273,-0.7071067811865475,100.0
-0.13939852797208838,-0.32311169762599257,-0.825637959551455,-0.332491700460617,0.29758604921273785,2.2623285191573466,-0.3264133483808445,-0.8667495052382883,1.6286219245020068,1.4219866482141776,0.5813292094115282,0.5164343763462633,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,57.5
-0.371285180621642,-0.39936052219206547,-0.5224898452658501,2.772303835518758,-2.218656038089013,-0.2783081578534902,-0.7012082153573199,-1.6359925432556528,-0.8118376378086473,-1.067389076719636,0.7473741919086643,0.2544569081337015,1.094061102941558,1.416044260307657,-0.7071067811865475,70.0
-0.371285180621642,-0.11130940716467798,1.5676366269138462,-0.6901870387070888,0.29758604921273785,-0.6445784339442976,1.7617294819166607,1.1845652628080174,-0.6459292026515636,-0.06273048395310665,0.10691497370542369,-1.4483966352479576,-0.9140257315714275,-0.7061926156056273,1.4142135623730951,44.642857142857146
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,-1.5060934276953326,0.057973806974279375,1.094061102941558,-0.7061926156056273,1.4142135623730951,8.0
-0.371285180621642,-0.5857465377980221,1.7005963261619184,-0.218029192221746,1.324212820831853,-0.5341159697264349,0.6887453198868659,1.1845652628080174,-1.047320578031605,-1.067389076719636,0.24923924441725398,0.7784118445588266,-0.9140257315714275,1.416044260307657,-0.7071067811865475,21.428571428571427
-0.13939852797208838,-0.32311169762599257,-0.825637959551455,-0.332491700460617,0.29758604921273785,2.2623285191573466,-0.3264133483808445,-0.8667495052382883,1.6286219245020068,1.4219866482141776,0.32040137977316946,-0.727958597663409,1.094061102941558,1.416044260307657,-0.7071067811865475,47.0
-0.371285180621642,-0.3760622702413209,-0.05447170391263557,0.7262865007489395,-1.3329388233587964,-0.6620198756629072,-0.4067265341615177,-1.1847032942854654,-1.047320578031605,-1.17626833307857,0.3678428033437818,-0.4659811294508472,1.094061102941558,-0.7061926156056273,1.4142135623730951,88.88888888888889
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,1.2692298511853783,-0.26949802829142505,1.094061102941558,-0.7061926156056273,-0.7071067811865475,98.0
-0.371285180621642,-0.3760622702413209,1.0911977046082537,-0.5262433420107894,0.08789920860425872,-0.511871812172266,-0.4870397199421912,0.009332843614821583,-0.06614166043594756,-0.6091888728757879,-0.652147803424346,1.3023667809839519,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,93.29411754000742
-0.371285180621642,2.5362192236017527,-0.24947926280980834,-0.3622996453144897,0.08789920860425872,1.6082744547094767,-0.9828863451967828,-0.5782833659817764,1.2829793512580816,0.5249700475297767,-0.10657143236232539,0.12346817402741915,1.094061102941558,1.416044260307657,-0.7071067811865475,100.0
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,1.3878334101119054,0.2544569081337015,1.094061102941558,-0.7061926156056273,-0.7071067811865475,100.0
-0.371285180621642,-0.5857465377980221,1.7005963261619184,-0.218029192221746,1.324212820831853,-0.5341159697264349,0.6887453198868659,1.1845652628080174,-1.047320578031605,-1.067389076719636,0.9134191744058003,0.6474231104525456,-0.9140257315714275,-0.7061926156056273,-0.7071067811865475,21.428571428571427
-0.371285180621642,2.5362192236017527,-0.24947926280980834,-0.3622996453144897,0.08789920860425872,1.6082744547094767,-0.9828863451967828,-0.5782833659817764,1.2829793512580816,0.5249700475297767,-1.3163277334128924,0.3854456422399824,-0.9140257315714275,1.416044260307657,-0.7071067811865475,100.0
-0.371285180621642,-0.11130940716467798,1.5676366269138462,-0.6901870387070888,0.29758604921273785,-0.6445784339442976,1.7617294819166607,1.1845652628080174,-0.6459292026515636,-0.06273048395310665,-1.0553999037745347,-1.6448797364073797,1.094061102941558,-0.7061926156056273,-0.7071067811865475,38.888888888888886
-0.371285180621642,0.7888503272959083,-0.8588778843634729,-0.1769719881795425,0.5492102579429137,-0.39022407554790356,-0.9828863451967828,-0.10819039830449821,1.0376846218591675,1.2054653997731153,0.27295995620255914,0.31995127518684124,1.094061102941558,-0.7061926156056273,1.4142135623730951,100.0
